#, TTO, Mark,   Time,   Alt Ft, hPa, Dif Ft,  H Ft, L Ft, inHg, Temp, Tcpu, Vbat, VbatAv, Wind mps, Wind mph, Wind Ave, Wind Max, AflowMin, Wind Error
1, 00:04:58, 0, 12:03:46,  -0.2, 1013.274, -0.2, 0.0, -0.2, 29.92173, 76.29, 87.59, 4.13, 4.13, 0.0353, 0.0789, 0.0789, 0.0789, 0.0789, 0
2, 00:04:59, 0, 12:03:48,  0.3, 1013.253, 0.3, 0.3, -0.2, 29.92170, 76.30, 85.91, 4.14, 4.13, 0.1814, 0.4057, 0.2423, 0.4057, 0.0789, 0
3, 00:05:00, 0, 12:03:49,  0.5, 1013.248, 0.5, 0.5, -0.2, 29.92168, 76.33, 87.59, 4.12, 4.13, 0.0428, 0.0958, 0.1935, 0.4057, 0.0789, 0
4, 00:05:01, 0, 12:03:50,  0.4, 1013.250, 0.4, 0.5, -0.2, 29.92168, 76.33, 83.38, 4.13, 4.13, 0.0831, 0.1859, 0.1916, 0.4057, 0.0789, 0
5, 00:05:02, 0, 12:03:51,  0.5, 1013.249, 0.5, 0.5, -0.2, 29.92169, 76.34, 87.59, 4.11, 4.13, 0.0227, 0.0507, 0.1634, 0.4057, 0.0507, 0
6, 00:05:03, 0, 12:03:52,  0.5, 1013.249, 0.5, 0.5, -0.2, 29.92168, 76.33, 84.22, 4.18, 4.13, 0.0353, 0.0789, 0.1493, 0.4057, 0.0507, 0
7, 00:05:04, 0, 12:03:53,  0.3, 1013.255, 0.3, 0.5, -0.2, 29.92168, 76.34, 87.59, 4.13, 4.13, 0.0277, 0.0620, 0.1368, 0.4057, 0.0507, 0
8, 00:05:05, 0, 12:03:54,  0.3, 1013.253, 0.3, 0.5, -0.2, 29.92170, 76.34, 84.22, 4.11, 4.13, 0.0378, 0.0845, 0.1303, 0.4057, 0.0507, 0
9, 00:05:06, 0, 12:03:55,  0.2, 1013.260, 0.2, 0.5, -0.2, 29.92174, 76.36, 84.22, 4.12, 4.13, 0.0378, 0.0845, 0.1252, 0.4057, 0.0507, 0
10, 00:05:07, 0, 12:03:56,  0.1, 1013.264, 0.1, 0.5, -0.2, 29.92175, 76.38, 84.22, 4.13, 4.13, 0.0378, 0.0845, 0.1211, 0.4057, 0.0507, 0
11, 00:05:08, 0, 12:03:57,  0.1, 1013.262, 0.1, 0.5, -0.2, 29.92175, 76.39, 85.91, 4.13, 4.13, 0.0327, 0.0732, 0.1168, 0.4057, 0.0507, 0
12, 00:05:09, 0, 12:03:58,  0.3, 1013.255, 0.3, 0.5, -0.2, 29.92168, 76.40, 85.06, 4.11, 4.13, 0.0428, 0.0958, 0.1150, 0.4057, 0.0507, 0
13, 00:05:10, 0, 12:03:59,  0.4, 1013.252, 0.4, 0.5, -0.2, 29.92172, 76.40, 87.59, 4.11, 4.13, 0.0554, 0.1240, 0.1157, 0.4057, 0.0507, 0
14, 00:05:11, 0, 12:04:00,  0.3, 1013.255, 0.3, 0.5, -0.2, 29.92168, 76.42, 86.75, 4.12, 4.13, 0.0479, 0.1071, 0.1151, 0.4057, 0.0507, 0
15, 00:05:12, 0, 12:04:01,  0.3, 1013.253, 0.3, 0.5, -0.2, 29.92170, 76.42, 87.59, 4.19, 4.13, 0.0378, 0.0845, 0.1131, 0.4057, 0.0507, 0
16, 00:05:13, 0, 12:04:02,  0.3, 1013.257, 0.3, 0.5, -0.2, 29.92174, 76.43, 84.22, 4.14, 4.13, 0.0655, 0.1465, 0.1152, 0.4057, 0.0507, 0
17, 00:05:14, 0, 12:04:03,  0.5, 1013.247, 0.5, 0.5, -0.2, 29.92168, 76.44, 85.91, 4.13, 4.13, 0.3778, 0.8452, 0.1581, 0.8452, 0.0507, 0
18, 00:05:15, 0, 12:04:04,  2.1, 1013.188, 2.1, 2.1, -0.2, 29.92163, 76.45, 82.53, 4.14, 4.13, 0.0000, 0.0000, 0.1493, 0.8452, 0.0000, 0
19, 00:05:16, 0, 12:04:05,  1.1, 1013.227, 1.1, 2.1, -0.2, 29.92168, 76.45, 86.75, 4.14, 4.13, 0.0302, 0.0676, 0.1450, 0.8452, 0.0000, 0
20, 00:05:17, 0, 12:04:06,  0.7, 1013.241, 0.7, 2.1, -0.2, 29.92168, 76.46, 88.43, 4.14, 4.13, 0.0000, 0.0000, 0.1378, 0.8452, 0.0000, 0
21, 00:05:18, 0, 12:04:07,  0.5, 1013.248, 0.5, 2.1, -0.2, 29.92168, 76.47, 87.59, 4.12, 4.13, 0.0504, 0.1127, 0.1366, 0.8452, 0.0000, 0
22, 00:05:19, 0, 12:04:08,  0.9, 1013.232, 0.9, 2.1, -0.2, 29.92168, 76.48, 84.22, 4.11, 4.13, 0.0529, 0.1183, 0.1357, 0.8452, 0.0000, 0
23, 00:05:20, 0, 12:04:09,  -2.1, 1013.345, -2.1, 2.1, -2.1, 29.92180, 76.48, 84.22, 4.14, 4.13, 0.0000, 0.0000, 0.1298, 0.8452, 0.0000, 0
24, 00:05:21, 0, 12:04:10,  -0.6, 1013.286, -0.6, 2.1, -2.1, 29.92173, 76.48, 88.43, 4.12, 4.13, 0.0453, 0.1014, 0.1287, 0.8452, 0.0000, 0
25, 00:05:22, 0, 12:04:11,  -1.1, 1013.306, -1.1, 2.1, -2.1, 29.92173, 76.49, 87.59, 4.13, 4.13, 0.0000, 0.0000, 0.1235, 0.8452, 0.0000, 0
26, 00:05:23, 0, 12:04:12,  -1.1, 1013.308, -1.1, 2.1, -2.1, 29.92181, 76.51, 87.59, 4.12, 4.13, 0.0403, 0.0902, 0.1222, 0.8452, 0.0000, 0
27, 00:05:24, 0, 12:04:13,  -2.4, 1013.355, -2.4, 2.1, -2.4, 29.92181, 76.51, 84.22, 4.11, 4.13, 0.0076, 0.0169, 0.1183, 0.8452, 0.0000, 0
28, 00:05:25, 0, 12:04:14,  -4.2, 1013.422, -4.2, 2.1, -4.2, 29.92191, 76.51, 85.91, 4.18, 4.13, 0.0277, 0.0620, 0.1163, 0.8452, 0.0000, 0
29, 00:05:26, 0, 12:04:15,  -1.1, 1013.307, -1.1, 2.1, -4.2, 29.92177, 76.53, 87.59, 4.13, 4.13, 0.0202, 0.0451, 0.1139, 0.8452, 0.0000, 0
30, 00:05:27, 0, 12:04:16,  -0.8, 1013.296, -0.8, 2.1, -4.2, 29.92172, 76.52, 85.06, 4.13, 4.13, 0.0403, 0.0902, 0.1131, 0.8452, 0.0000, 0
31, 00:05:28, 0, 12:04:17,  -0.3, 1013.280, -0.3, 2.1, -4.2, 29.92178, 76.53, 85.91, 4.12, 4.13, 0.0302, 0.0676, 0.1116, 0.8452, 0.0000, 0
32, 00:05:29, 0, 12:04:18,  -1.0, 1013.301, -1.0, 2.1, -4.2, 29.92174, 76.52, 86.75, 4.13, 4.13, 0.0378, 0.0845, 0.1108, 0.8452, 0.0000, 0
33, 00:05:30, 0, 12:04:19,  -0.3, 1013.278, -0.3, 2.1, -4.2, 29.92178, 76.55, 86.75, 4.13, 4.13, 0.0327, 0.0732, 0.1096, 0.8452, 0.0000, 0
34, 00:05:31, 0, 12:04:20,  -0.2, 1013.275, -0.2, 2.1, -4.2, 29.92175, 76.56, 86.75, 4.20, 4.13, 0.0302, 0.0676, 0.1084, 0.8452, 0.0000, 0
35, 00:05:32, 0, 12:04:21,  -0.6, 1013.286, -0.6, 2.1, -4.2, 29.92171, 76.56, 84.22, 4.13, 4.13, 0.0252, 0.0563, 0.1069, 0.8452, 0.0000, 0
36, 00:05:33, 0, 12:04:22,  -0.1, 1013.272, -0.1, 2.1, -4.2, 29.92175, 76.57, 85.91, 4.12, 4.13, 0.0277, 0.0620, 0.1056, 0.8452, 0.0000, 0
37, 00:05:34, 0, 12:04:23,  -0.4, 1013.282, -0.4, 2.1, -4.2, 29.92174, 76.57, 88.43, 4.12, 4.13, 0.0353, 0.0789, 0.1049, 0.8452, 0.0000, 0
38, 00:05:35, 0, 12:04:24,  -0.5, 1013.283, -0.5, 2.1, -4.2, 29.92170, 76.58, 87.59, 4.21, 4.13, 0.0252, 0.0563, 0.1036, 0.8452, 0.0000, 0
39, 00:05:36, 0, 12:04:25,  -0.5, 1013.284, -0.5, 2.1, -4.2, 29.92173, 76.60, 87.59, 4.13, 4.13, 0.0277, 0.0620, 0.1026, 0.8452, 0.0000, 0
40, 00:05:37, 0, 12:04:26,  -0.5, 1013.283, -0.5, 2.1, -4.2, 29.92170, 76.59, 86.75, 4.12, 4.13, 0.0353, 0.0789, 0.1020, 0.8452, 0.0000, 0
41, 00:05:38, 0, 12:04:27,  -0.6, 1013.286, -0.6, 2.1, -4.2, 29.92171, 76.61, 85.91, 4.12, 4.13, 0.0252, 0.0563, 0.1009, 0.8452, 0.0000, 0
42, 00:05:39, 0, 12:04:28,  -3.7, 1013.405, -3.7, 2.1, -4.2, 29.92189, 76.61, 85.91, 4.14, 4.13, 0.2720, 0.6085, 0.1130, 0.8452, 0.0000, 0
43, 00:05:40, 0, 12:04:29,  -2.6, 1013.361, -2.6, 2.1, -4.2, 29.92183, 76.62, 87.59, 4.20, 4.13, 0.0000, 0.0000, 0.1103, 0.8452, 0.0000, 0
44, 00:05:41, 0, 12:04:30,  -0.6, 1013.286, -0.6, 2.1, -4.2, 29.92171, 76.62, 83.38, 4.12, 4.13, 0.0327, 0.0732, 0.1095, 0.8452, 0.0000, 0
45, 00:05:42, 0, 12:04:31,  -0.4, 1013.283, -0.4, 2.1, -4.2, 29.92177, 76.62, 87.59, 4.13, 4.13, 0.0353, 0.0789, 0.1088, 0.8452, 0.0000, 0
46, 00:05:43, 0, 12:04:32,  -0.6, 1013.286, -0.6, 2.1, -4.2, 29.92172, 76.64, 87.59, 4.13, 4.13, 0.0353, 0.0789, 0.1082, 0.8452, 0.0000, 0
47, 00:05:44, 0, 12:04:33,  -0.5, 1013.285, -0.5, 2.1, -4.2, 29.92176, 76.65, 87.59, 4.18, 4.13, 0.0327, 0.0732, 0.1074, 0.8452, 0.0000, 0
48, 00:05:45, 0, 12:04:34,  -0.4, 1013.283, -0.4, 2.1, -4.2, 29.92178, 76.65, 89.28, 4.11, 4.13, 0.0327, 0.0732, 0.1067, 0.8452, 0.0000, 0
49, 00:05:46, 0, 12:04:35,  -0.4, 1013.281, -0.4, 2.1, -4.2, 29.92171, 76.67, 86.75, 4.13, 4.13, 0.0353, 0.0789, 0.1061, 0.8452, 0.0000, 0
50, 00:05:47, 0, 12:04:36,  -0.3, 1013.278, -0.3, 2.1, -4.2, 29.92171, 76.68, 88.43, 4.20, 4.14, 0.0353, 0.0789, 0.1056, 0.8452, 0.0000, 0
51, 00:05:48, 0, 12:04:37,  -0.4, 1013.281, -0.4, 2.1, -4.2, 29.92171, 76.69, 87.59, 4.11, 4.13, 0.0327, 0.0732, 0.1050, 0.8452, 0.0000, 0
52, 00:05:49, 0, 12:04:38,  -0.6, 1013.286, -0.6, 2.1, -4.2, 29.92172, 76.70, 86.75, 4.12, 4.13, 0.0327, 0.0732, 0.1043, 0.8452, 0.0000, 0
53, 00:05:50, 0, 12:04:39,  -0.8, 1013.295, -0.8, 2.1, -4.2, 29.92178, 76.69, 86.75, 4.12, 4.13, 0.0302, 0.0676, 0.1037, 0.8452, 0.0000, 0
54, 00:05:51, 0, 12:04:40,  -0.9, 1013.298, -0.9, 2.1, -4.2, 29.92172, 76.71, 86.75, 4.11, 4.13, 0.0327, 0.0732, 0.1031, 0.8452, 0.0000, 0
55, 00:05:52, 0, 12:04:41,  -1.0, 1013.304, -1.0, 2.1, -4.2, 29.92175, 76.71, 87.59, 4.19, 4.13, 0.0353, 0.0789, 0.1027, 0.8452, 0.0000, 0
56, 00:05:53, 0, 12:04:42,  -1.3, 1013.314, -1.3, 2.1, -4.2, 29.92176, 76.72, 89.28, 4.13, 4.13, 0.0327, 0.0732, 0.1021, 0.8452, 0.0000, 0
57, 00:05:54, 0, 12:04:43,  -1.0, 1013.302, -1.0, 2.1, -4.2, 29.92176, 76.74, 86.75, 4.20, 4.14, 0.0327, 0.0732, 0.1016, 0.8452, 0.0000, 0
58, 00:05:55, 0, 12:04:44,  -1.3, 1013.314, -1.3, 2.1, -4.2, 29.92175, 76.74, 86.75, 4.13, 4.14, 0.0327, 0.0732, 0.1011, 0.8452, 0.0000, 0
59, 00:05:56, 0, 12:04:45,  -1.3, 1013.315, -1.3, 2.1, -4.2, 29.92178, 76.73, 86.75, 4.13, 4.14, 0.0353, 0.0789, 0.1008, 0.8452, 0.0000, 0
60, 00:05:57, 0, 12:04:46,  -0.9, 1013.300, -0.9, 2.1, -4.2, 29.92178, 76.75, 84.22, 4.12, 4.14, 0.0353, 0.0789, 0.1004, 0.8452, 0.0000, 0
61, 00:05:58, 0, 12:04:47,  -1.0, 1013.301, -1.0, 2.1, -4.2, 29.92174, 76.75, 88.43, 4.12, 4.14, 0.0327, 0.0732, 0.1003, 0.8452, 0.0000, 0
62, 00:05:59, 0, 12:04:48,  -0.8, 1013.296, -0.8, 2.1, -4.2, 29.92172, 76.75, 87.59, 4.13, 4.13, 0.0302, 0.0676, 0.0947, 0.8452, 0.0000, 0
63, 00:06:00, 0, 12:04:49,  -0.4, 1013.282, -0.4, 2.1, -4.2, 29.92175, 76.77, 84.22, 4.13, 4.13, 0.0302, 0.0676, 0.0942, 0.8452, 0.0000, 0
64, 00:06:01, 0, 12:04:50,  -0.2, 1013.273, -0.2, 2.1, -4.2, 29.92170, 76.77, 87.59, 4.13, 4.13, 0.0327, 0.0732, 0.0923, 0.8452, 0.0000, 0
65, 00:06:02, 0, 12:04:51,  -0.3, 1013.278, -0.3, 2.1, -4.2, 29.92171, 76.78, 88.43, 4.11, 4.13, 0.0327, 0.0732, 0.0927, 0.8452, 0.0000, 0
66, 00:06:03, 0, 12:04:52,  -0.5, 1013.285, -0.5, 2.1, -4.2, 29.92176, 76.78, 87.59, 4.13, 4.13, 0.0378, 0.0845, 0.0928, 0.8452, 0.0000, 0
67, 00:06:04, 0, 12:04:53,  -0.7, 1013.292, -0.7, 2.1, -4.2, 29.92175, 76.79, 88.43, 4.11, 4.13, 0.0000, 0.0000, 0.0917, 0.8452, 0.0000, 0
68, 00:06:05, 0, 12:04:54,  -0.5, 1013.284, -0.5, 2.1, -4.2, 29.92173, 76.80, 86.75, 4.11, 4.13, 0.0327, 0.0732, 0.0916, 0.8452, 0.0000, 0
69, 00:06:06, 0, 12:04:55,  -0.4, 1013.281, -0.4, 2.1, -4.2, 29.92171, 76.81, 88.43, 4.12, 4.13, 0.0327, 0.0732, 0.0914, 0.8452, 0.0000, 0
70, 00:06:07, 0, 12:04:56,  -0.6, 1013.288, -0.6, 2.1, -4.2, 29.92178, 76.81, 85.91, 4.13, 4.13, 0.0327, 0.0732, 0.0912, 0.8452, 0.0000, 0
71, 00:06:08, 0, 12:04:57,  -0.9, 1013.300, -0.9, 2.1, -4.2, 29.92176, 76.84, 84.22, 4.11, 4.13, 0.0327, 0.0732, 0.0912, 0.8452, 0.0000, 0
72, 00:06:09, 0, 12:04:58,  -1.0, 1013.302, -1.0, 2.1, -4.2, 29.92175, 76.84, 88.43, 4.13, 4.13, 0.0327, 0.0732, 0.0908, 0.8452, 0.0000, 0
73, 00:06:10, 0, 12:04:59,  -1.0, 1013.302, -1.0, 2.1, -4.2, 29.92178, 76.84, 86.75, 4.19, 4.14, 0.0327, 0.0732, 0.0900, 0.8452, 0.0000, 0
74, 00:06:11, 0, 12:05:00,  -1.2, 1013.309, -1.2, 2.1, -4.2, 29.92175, 76.83, 86.75, 4.20, 4.14, 0.0302, 0.0676, 0.0893, 0.8452, 0.0000, 0
75, 00:06:12, 0, 12:05:01,  -0.8, 1013.295, -0.8, 2.1, -4.2, 29.92178, 76.83, 85.91, 4.13, 4.14, 0.0353, 0.0789, 0.0892, 0.8452, 0.0000, 0
76, 00:06:13, 0, 12:05:02,  -0.5, 1013.283, -0.5, 2.1, -4.2, 29.92171, 76.84, 85.91, 4.12, 4.13, 0.0302, 0.0676, 0.0879, 0.8452, 0.0000, 0
77, 00:06:14, 0, 12:05:03,  -0.1, 1013.271, -0.1, 2.1, -4.2, 29.92173, 76.87, 88.43, 4.13, 4.13, 0.0327, 0.0732, 0.0750, 0.8452, 0.0000, 0
78, 00:06:15, 0, 12:05:04,  -0.1, 1013.272, -0.1, 2.1, -4.2, 29.92176, 76.87, 86.75, 4.12, 4.13, 0.0327, 0.0732, 0.0763, 0.8452, 0.0000, 0
79, 00:06:16, 0, 12:05:05,  -0.3, 1013.275, -0.3, 2.1, -4.2, 29.92169, 76.88, 87.59, 4.12, 4.13, 0.0353, 0.0789, 0.0764, 0.8452, 0.0000, 0
80, 00:06:17, 0, 12:05:06,  -0.1, 1013.272, -0.1, 2.1, -4.2, 29.92176, 76.89, 87.59, 4.12, 4.13, 0.0353, 0.0789, 0.0778, 0.8452, 0.0000, 0
81, 00:06:18, 0, 12:05:07,  0.0, 1013.266, 0.0, 2.1, -4.2, 29.92173, 76.89, 89.28, 4.13, 4.13, 0.0353, 0.0789, 0.0772, 0.8452, 0.0000, 0
82, 00:06:19, 0, 12:05:08,  0.0, 1013.267, 0.0, 2.1, -4.2, 29.92176, 76.88, 87.59, 4.12, 4.13, 0.0353, 0.0789, 0.0765, 0.8452, 0.0000, 0
83, 00:06:20, 0, 12:05:09,  -0.1, 1013.271, -0.1, 2.1, -4.2, 29.92170, 76.91, 87.59, 4.14, 4.13, 0.0302, 0.0676, 0.0777, 0.8452, 0.0000, 0
84, 00:06:21, 0, 12:05:10,  -0.3, 1013.277, -0.3, 2.1, -4.2, 29.92176, 76.91, 87.59, 4.12, 4.13, 0.0327, 0.0732, 0.0772, 0.8452, 0.0000, 0
85, 00:06:22, 0, 12:05:11,  -0.6, 1013.289, -0.6, 2.1, -4.2, 29.92173, 76.90, 86.75, 4.12, 4.13, 0.0327, 0.0732, 0.0784, 0.8452, 0.0000, 0
86, 00:06:23, 0, 12:05:12,  -0.8, 1013.294, -0.8, 2.1, -4.2, 29.92175, 76.92, 86.75, 4.13, 4.13, 0.0327, 0.0732, 0.0781, 0.8452, 0.0000, 0
87, 00:06:24, 0, 12:05:13,  -1.1, 1013.307, -1.1, 2.1, -4.2, 29.92177, 76.93, 88.43, 4.11, 4.13, 0.0302, 0.0676, 0.0790, 0.8452, 0.0000, 0
88, 00:06:25, 0, 12:05:14,  -1.1, 1013.307, -1.1, 2.1, -4.2, 29.92177, 76.93, 86.75, 4.13, 4.13, 0.0327, 0.0732, 0.0792, 0.8452, 0.0000, 0
89, 00:06:26, 0, 12:05:15,  -0.8, 1013.297, -0.8, 2.1, -4.2, 29.92178, 76.92, 88.43, 4.13, 4.13, 0.0302, 0.0676, 0.0795, 0.8452, 0.0000, 0
90, 00:06:27, 0, 12:05:16,  -0.3, 1013.280, -0.3, 2.1, -4.2, 29.92175, 76.94, 87.59, 4.11, 4.13, 0.0327, 0.0732, 0.0793, 0.8452, 0.0000, 0
91, 00:06:28, 0, 12:05:17,  -0.2, 1013.275, -0.2, 2.1, -4.2, 29.92175, 76.94, 87.59, 4.13, 4.13, 0.0302, 0.0676, 0.0793, 0.8452, 0.0000, 0
92, 00:06:29, 0, 12:05:18,  -0.3, 1013.280, -0.3, 2.1, -4.2, 29.92178, 76.94, 87.59, 4.12, 4.13, 0.0302, 0.0676, 0.0790, 0.8452, 0.0000, 1
93, 00:06:30, 0, 12:05:19,  -0.4, 1013.282, -0.4, 2.1, -4.2, 29.92175, 76.94, 84.22, 4.13, 4.13, 0.0302, 0.0676, 0.0789, 0.8452, 0.0000, 0
94, 00:06:31, 0, 12:05:20,  -0.6, 1013.290, -0.6, 2.1, -4.2, 29.92177, 76.95, 86.75, 4.11, 4.13, 0.0302, 0.0676, 0.0789, 0.8452, 0.0000, 0
95, 00:06:32, 0, 12:05:21,  -0.5, 1013.283, -0.5, 2.1, -4.2, 29.92170, 76.95, 86.75, 4.13, 4.13, 0.0302, 0.0676, 0.0791, 0.8452, 0.0000, 0
96, 00:06:33, 0, 12:05:22,  -0.5, 1013.284, -0.5, 2.1, -4.2, 29.92174, 76.97, 85.06, 4.11, 4.13, 0.0327, 0.0732, 0.0793, 0.8452, 0.0000, 0
97, 00:06:34, 0, 12:05:23,  -0.6, 1013.287, -0.6, 2.1, -4.2, 29.92175, 76.97, 87.59, 4.12, 4.13, 0.0302, 0.0676, 0.0791, 0.8452, 0.0000, 0
98, 00:06:35, 0, 12:05:24,  -0.3, 1013.278, -0.3, 2.1, -4.2, 29.92171, 76.97, 84.22, 4.13, 4.13, 0.0327, 0.0732, 0.0794, 0.8452, 0.0000, 0
99, 00:06:36, 0, 12:05:25,  -0.1, 1013.268, -0.1, 2.1, -4.2, 29.92169, 76.98, 85.91, 4.12, 4.13, 0.0353, 0.0789, 0.0796, 0.8452, 0.0000, 0
100, 00:06:37, 0, 12:05:26,  0.3, 1013.257, 0.3, 2.1, -4.2, 29.92173, 76.99, 83.38, 4.12, 4.13, 0.0327, 0.0732, 0.0795, 0.8452, 0.0000, 0
101, 00:06:38, 0, 12:05:27,  0.3, 1013.257, 0.3, 2.1, -4.2, 29.92175, 76.99, 85.06, 4.12, 4.13, 0.0302, 0.0676, 0.0797, 0.8452, 0.0000, 0
102, 00:06:39, 0, 12:05:28,  0.1, 1013.264, 0.1, 2.1, -4.2, 29.92173, 77.00, 87.59, 4.13, 4.13, 0.0327, 0.0732, 0.0708, 0.8452, 0.0000, 0
103, 00:06:40, 0, 12:05:29,  0.1, 1013.264, 0.1, 2.1, -4.2, 29.92173, 77.01, 89.28, 4.12, 4.13, 0.0302, 0.0676, 0.0719, 0.8452, 0.0000, 0
104, 00:06:41, 0, 12:05:30,  0.1, 1013.261, 0.1, 2.1, -4.2, 29.92170, 77.02, 86.75, 4.12, 4.13, 0.0302, 0.0676, 0.0718, 0.8452, 0.0000, 0
105, 00:06:42, 0, 12:05:31,  0.1, 1013.264, 0.1, 2.1, -4.2, 29.92172, 77.03, 83.38, 4.13, 4.13, 0.0302, 0.0676, 0.0717, 0.8452, 0.0000, 0
106, 00:06:43, 0, 12:05:32,  -0.1, 1013.269, -0.1, 2.1, -4.2, 29.92174, 77.03, 87.59, 4.11, 4.13, 0.0327, 0.0732, 0.0716, 0.8452, 0.0000, 0
107, 00:06:44, 0, 12:05:33,  -0.3, 1013.277, -0.3, 2.1, -4.2, 29.92175, 77.04, 88.43, 4.13, 4.13, 0.0302, 0.0676, 0.0715, 0.8452, 0.0000, 0
108, 00:06:45, 0, 12:05:34,  -0.4, 1013.281, -0.4, 2.1, -4.2, 29.92173, 77.04, 85.91, 4.11, 4.13, 0.0327, 0.0732, 0.0715, 0.8452, 0.0000, 0
109, 00:06:46, 0, 12:05:35,  -0.3, 1013.276, -0.3, 2.1, -4.2, 29.92172, 77.04, 86.75, 4.11, 4.13, 0.0302, 0.0676, 0.0713, 0.8452, 0.0000, 0
110, 00:06:47, 0, 12:05:36,  -0.2, 1013.274, -0.2, 2.1, -4.2, 29.92174, 77.06, 88.43, 4.11, 4.12, 0.0327, 0.0732, 0.0712, 0.8452, 0.0000, 0
111, 00:06:48, 0, 12:05:37,  -0.2, 1013.273, -0.2, 2.1, -4.2, 29.92170, 77.05, 88.43, 4.13, 4.13, 0.0302, 0.0676, 0.0711, 0.8452, 0.0000, 0
112, 00:06:49, 0, 12:05:38,  -0.1, 1013.270, -0.1, 2.1, -4.2, 29.92169, 77.06, 87.59, 4.13, 4.13, 0.0327, 0.0732, 0.0711, 0.8452, 0.0000, 0
113, 00:06:50, 0, 12:05:39,  -0.1, 1013.268, -0.1, 2.1, -4.2, 29.92169, 77.08, 88.43, 4.11, 4.13, 0.0327, 0.0732, 0.0712, 0.8452, 0.0000, 0
114, 00:06:51, 0, 12:05:40,  -0.1, 1013.269, -0.1, 2.1, -4.2, 29.92171, 77.08, 86.75, 4.13, 4.13, 0.0302, 0.0676, 0.0711, 0.8452, 0.0000, 0
115, 00:06:52, 0, 12:05:41,  0.0, 1013.266, 0.0, 2.1, -4.2, 29.92172, 77.09, 90.12, 4.11, 4.12, 0.0302, 0.0676, 0.0709, 0.8452, 0.0000, 0
116, 00:06:53, 0, 12:05:42,  0.0, 1013.265, 0.0, 2.1, -4.2, 29.92169, 77.09, 86.75, 4.11, 4.12, 0.0302, 0.0676, 0.0708, 0.8452, 0.0000, 0
117, 00:06:54, 0, 12:05:43,  0.1, 1013.264, 0.1, 2.1, -4.2, 29.92175, 77.10, 89.28, 4.13, 4.12, 0.0327, 0.0732, 0.0708, 0.8452, 0.0000, 0
118, 00:06:55, 0, 12:05:44,  0.1, 1013.262, 0.1, 2.1, -4.2, 29.92175, 77.10, 86.75, 4.12, 4.12, 0.0302, 0.0676, 0.0707, 0.8452, 0.0000, 0
119, 00:06:56, 0, 12:05:45,  0.0, 1013.267, 0.0, 2.1, -4.2, 29.92176, 77.11, 87.59, 4.17, 4.12, 0.0327, 0.0732, 0.0706, 0.8452, 0.0000, 0
120, 00:06:57, 0, 12:05:46,  -0.1, 1013.269, -0.1, 2.1, -4.2, 29.92171, 77.11, 86.75, 4.13, 4.12, 0.0353, 0.0789, 0.0706, 0.8452, 0.0000, 0
121, 00:06:58, 0, 12:05:47,  -0.1, 1013.269, -0.1, 2.1, -4.2, 29.92174, 77.11, 88.43, 4.12, 4.12, 0.0302, 0.0676, 0.0705, 0.8452, 0.0000, 0
122, 00:06:59, 0, 12:05:48,  -0.1, 1013.268, -0.1, 2.1, -4.2, 29.92171, 77.11, 87.59, 4.13, 4.12, 0.0302, 0.0676, 0.0705, 0.8452, 0.0000, 0
123, 00:07:00, 0, 12:05:49,  0.1, 1013.265, 0.1, 2.1, -4.2, 29.92175, 77.12, 87.59, 4.17, 4.12, 0.0277, 0.0620, 0.0704, 0.8452, 0.0000, 0
124, 00:07:01, 0, 12:05:50,  0.1, 1013.262, 0.1, 2.1, -4.2, 29.92175, 77.13, 85.91, 4.12, 4.12, 0.0302, 0.0676, 0.0703, 0.8452, 0.0000, 0
125, 00:07:02, 0, 12:05:51,  0.2, 1013.260, 0.2, 2.1, -4.2, 29.92175, 77.14, 85.91, 4.13, 4.12, 0.0327, 0.0732, 0.0703, 0.8452, 0.0000, 0
126, 00:07:03, 0, 12:05:52,  0.3, 1013.256, 0.3, 2.1, -4.2, 29.92169, 77.15, 86.75, 4.13, 4.12, 0.0302, 0.0676, 0.0701, 0.8452, 0.0000, 0
127, 00:07:04, 0, 12:05:53,  0.3, 1013.253, 0.3, 2.1, -4.2, 29.92168, 77.16, 87.59, 4.13, 4.12, 0.0327, 0.0732, 0.0713, 0.8452, 0.0000, 0
128, 00:07:05, 0, 12:05:54,  0.4, 1013.250, 0.4, 2.1, -4.2, 29.92168, 77.15, 85.91, 4.12, 4.12, 0.0327, 0.0732, 0.0713, 0.8452, 0.0000, 0
129, 00:07:06, 0, 12:05:55,  0.3, 1013.253, 0.3, 2.1, -4.2, 29.92170, 77.17, 88.43, 4.11, 4.12, 0.0302, 0.0676, 0.0712, 0.8452, 0.0000, 0
130, 00:07:07, 0, 12:05:56,  0.2, 1013.259, 0.2, 2.1, -4.2, 29.92173, 77.17, 87.59, 4.11, 4.12, 0.0327, 0.0732, 0.0712, 0.8452, 0.0000, 0
131, 00:07:08, 0, 12:05:57,  0.2, 1013.260, 0.2, 2.1, -4.2, 29.92175, 77.15, 87.59, 4.13, 4.12, 0.0327, 0.0732, 0.0712, 0.8452, 0.0000, 0
132, 00:07:09, 0, 12:05:58,  0.1, 1013.261, 0.1, 2.1, -4.2, 29.92171, 77.17, 87.59, 4.12, 4.12, 0.0302, 0.0676, 0.0711, 0.8452, 0.0000, 0
