#, TTO, Mark,   Time,   Alt Ft, hPa, Dif Ft,  H Ft, L Ft, inHg, Temp, Tcpu, Vbat, VbatAv, Wind mps, Wind mph, Wind Ave, Wind Max, AflowMin, Wind Error
1466, 00:29:23, 0, 12:28:12,  -2.6, 1013.362, -2.6, 4.7, -6.7, 29.92183, 81.93, 91.80, 4.05, 4.06, 0.0151, 0.0338, 0.0310, 0.8452, 0.0000, 0
1467, 00:29:24, 0, 12:28:13,  -2.7, 1013.364, -2.7, 4.7, -6.7, 29.92181, 81.94, 90.96, 4.05, 4.06, 0.0151, 0.0338, 0.0312, 0.8452, 0.0000, 0
1468, 00:29:25, 0, 12:28:14,  -2.3, 1013.350, -2.3, 4.7, -6.7, 29.92181, 81.94, 92.65, 4.04, 4.06, 0.0151, 0.0338, 0.0317, 0.8452, 0.0000, 0
1469, 00:29:26, 0, 12:28:15,  -2.4, 1013.354, -2.4, 4.7, -6.7, 29.92186, 81.97, 90.96, 4.06, 4.06, 0.0050, 0.0113, 0.0317, 0.8452, 0.0000, 0
1470, 00:29:27, 0, 12:28:16,  -2.9, 1013.373, -2.9, 4.7, -6.7, 29.92187, 81.97, 90.96, 4.05, 4.06, 0.0126, 0.0282, 0.0315, 0.8452, 0.0000, 0
1471, 00:29:28, 0, 12:28:17,  -2.4, 1013.355, -2.4, 4.7, -6.7, 29.92184, 81.97, 90.96, 4.05, 4.06, 0.0101, 0.0225, 0.0313, 0.8452, 0.0000, 0
1472, 00:29:29, 0, 12:28:18,  -2.2, 1013.348, -2.2, 4.7, -6.7, 29.92184, 81.97, 90.96, 4.05, 4.05, 0.0176, 0.0394, 0.0315, 0.8452, 0.0000, 0
1473, 00:29:30, 0, 12:28:19,  -2.4, 1013.352, -2.4, 4.7, -6.7, 29.92181, 81.97, 90.96, 4.05, 4.05, 0.0126, 0.0282, 0.0313, 0.8452, 0.0000, 0
1474, 00:29:31, 0, 12:28:20,  -2.1, 1013.346, -2.1, 4.7, -6.7, 29.92184, 81.98, 89.28, 4.07, 4.06, 0.0151, 0.0338, 0.0312, 0.8452, 0.0000, 0
1475, 00:29:32, 0, 12:28:21,  -2.9, 1013.374, -2.9, 4.7, -6.7, 29.92188, 82.00, 92.65, 4.07, 4.06, 0.0101, 0.0225, 0.0308, 0.8452, 0.0000, 0
1476, 00:29:33, 0, 12:28:22,  -2.5, 1013.359, -2.5, 4.7, -6.7, 29.92187, 82.01, 90.96, 4.05, 4.06, 0.0101, 0.0225, 0.0304, 0.8452, 0.0000, 0
1477, 00:29:34, 0, 12:28:23,  -2.8, 1013.368, -2.8, 4.7, -6.7, 29.92187, 82.02, 90.96, 4.05, 4.06, 0.0076, 0.0169, 0.0299, 0.8452, 0.0000, 0
1478, 00:29:35, 0, 12:28:24,  -2.7, 1013.366, -2.7, 4.7, -6.7, 29.92188, 82.02, 91.80, 4.06, 4.05, 0.0126, 0.0282, 0.0296, 0.8452, 0.0000, 0
1479, 00:29:36, 0, 12:28:25,  -3.0, 1013.375, -3.0, 4.7, -6.7, 29.92185, 82.02, 91.80, 4.03, 4.05, 0.0126, 0.0282, 0.0293, 0.8452, 0.0000, 0
1480, 00:29:37, 0, 12:28:26,  -2.8, 1013.370, -2.8, 4.7, -6.7, 29.92184, 82.04, 94.33, 4.05, 4.05, 0.0101, 0.0225, 0.0289, 0.8452, 0.0000, 0
1481, 00:29:38, 0, 12:28:27,  -2.9, 1013.372, -2.9, 4.7, -6.7, 29.92184, 82.04, 89.28, 4.05, 4.05, 0.0126, 0.0282, 0.0288, 0.8452, 0.0000, 0
1482, 00:29:39, 0, 12:28:28,  -2.7, 1013.365, -2.7, 4.7, -6.7, 29.92182, 82.05, 91.80, 4.06, 4.05, 0.0126, 0.0282, 0.0285, 0.8452, 0.0000, 0
1483, 00:29:40, 0, 12:28:29,  -2.8, 1013.367, -2.8, 4.7, -6.7, 29.92184, 82.06, 93.49, 4.05, 4.05, 0.0050, 0.0113, 0.0280, 0.8452, 0.0000, 0
1484, 00:29:41, 0, 12:28:30,  -2.8, 1013.372, -2.8, 4.7, -6.7, 29.92189, 82.05, 91.80, 4.05, 4.05, 0.0126, 0.0282, 0.0279, 0.8452, 0.0000, 0
1485, 00:29:42, 0, 12:28:31,  -2.7, 1013.366, -2.7, 4.7, -6.7, 29.92188, 82.07, 90.96, 4.07, 4.05, 0.0050, 0.0113, 0.0272, 0.8452, 0.0000, 0
1486, 00:29:43, 0, 12:28:32,  -3.0, 1013.375, -3.0, 4.7, -6.7, 29.92183, 82.08, 92.65, 4.05, 4.05, 0.0202, 0.0451, 0.0271, 0.8452, 0.0000, 0
1487, 00:29:44, 0, 12:28:33,  -3.4, 1013.390, -3.4, 4.7, -6.7, 29.92186, 82.08, 94.33, 4.05, 4.05, 0.0101, 0.0225, 0.0267, 0.8452, 0.0000, 0
1488, 00:29:45, 0, 12:28:34,  -2.8, 1013.372, -2.8, 4.7, -6.7, 29.92189, 82.09, 90.96, 4.05, 4.05, 0.0101, 0.0225, 0.0264, 0.8452, 0.0000, 0
1489, 00:29:46, 0, 12:28:35,  -2.4, 1013.356, -2.4, 4.7, -6.7, 29.92185, 82.09, 90.96, 4.05, 4.05, 0.0076, 0.0169, 0.0266, 0.8452, 0.0000, 0
1490, 00:29:47, 0, 12:28:36,  -2.7, 1013.366, -2.7, 4.7, -6.7, 29.92188, 82.09, 90.96, 4.05, 4.05, 0.0101, 0.0225, 0.0270, 0.8452, 0.0000, 0
1491, 00:29:48, 0, 12:28:37,  -2.6, 1013.359, -2.6, 4.7, -6.7, 29.92181, 82.11, 91.80, 4.07, 4.05, 0.0151, 0.0338, 0.0276, 0.8452, 0.0000, 0
1492, 00:29:49, 0, 12:28:38,  -2.9, 1013.372, -2.9, 4.7, -6.7, 29.92183, 82.11, 90.12, 4.05, 4.05, 0.0151, 0.0338, 0.0282, 0.8452, 0.0000, 0
1493, 00:29:50, 0, 12:28:39,  -3.1, 1013.379, -3.1, 4.7, -6.7, 29.92191, 82.12, 90.96, 4.05, 4.05, 0.0126, 0.0282, 0.0286, 0.8452, 0.0000, 0
1494, 00:29:51, 0, 12:28:40,  -3.5, 1013.393, -3.5, 4.7, -6.7, 29.92188, 82.13, 91.80, 4.05, 4.05, 0.0101, 0.0225, 0.0282, 0.8452, 0.0000, 0
1495, 00:29:52, 0, 12:28:41,  -3.7, 1013.400, -3.7, 4.7, -6.7, 29.92186, 82.13, 92.65, 4.06, 4.05, 0.0151, 0.0338, 0.0286, 0.8452, 0.0000, 0
1496, 00:29:53, 0, 12:28:42,  -3.5, 1013.395, -3.5, 4.7, -6.7, 29.92184, 82.14, 91.80, 4.05, 4.05, 0.0202, 0.0451, 0.0286, 0.8452, 0.0000, 0
1497, 00:29:54, 0, 12:28:43,  -3.3, 1013.388, -3.3, 4.7, -6.7, 29.92186, 82.14, 90.96, 4.05, 4.05, 0.0076, 0.0169, 0.0286, 0.8452, 0.0000, 0
1498, 00:29:55, 0, 12:28:44,  -3.4, 1013.391, -3.4, 4.7, -6.7, 29.92189, 82.15, 92.65, 4.06, 4.05, 0.0101, 0.0225, 0.0290, 0.8452, 0.0000, 0
1499, 00:29:56, 0, 12:28:45,  -3.3, 1013.388, -3.3, 4.7, -6.7, 29.92188, 82.16, 90.12, 4.06, 4.05, 0.0050, 0.0113, 0.0289, 0.8452, 0.0000, 0
1500, 00:29:57, 0, 12:28:46,  -3.5, 1013.395, -3.5, 4.7, -6.7, 29.92186, 82.16, 90.12, 4.04, 4.05, 0.0101, 0.0225, 0.0286, 0.8452, 0.0000, 0
1501, 00:29:58, 0, 12:28:47,  -4.0, 1013.410, -4.0, 4.7, -6.7, 29.92188, 82.16, 89.28, 4.05, 4.05, 0.0101, 0.0225, 0.0281, 0.8452, 0.0000, 0
1502, 00:29:59, 0, 12:28:48,  -3.5, 1013.395, -3.5, 4.7, -6.7, 29.92184, 82.16, 90.96, 4.04, 4.05, 0.0202, 0.0451, 0.0282, 0.8452, 0.0000, 0
1503, 00:30:00, 0, 12:28:49,  -3.5, 1013.396, -3.5, 4.7, -6.7, 29.92188, 82.16, 91.80, 4.05, 4.05, 0.0151, 0.0338, 0.0281, 0.8452, 0.0000, 0
1504, 00:30:01, 0, 12:28:50,  -3.0, 1013.375, -3.0, 4.7, -6.7, 29.92183, 82.19, 93.49, 4.05, 4.05, 0.0176, 0.0394, 0.0283, 0.8452, 0.0000, 0
1505, 00:30:02, 0, 12:28:51,  -2.7, 1013.365, -2.7, 4.7, -6.7, 29.92184, 82.21, 93.49, 4.05, 4.05, 0.0000, 0.0000, 0.0281, 0.8452, 0.0000, 0
1506, 00:30:03, 0, 12:28:52,  -3.0, 1013.375, -3.0, 4.7, -6.7, 29.92185, 82.20, 90.96, 4.04, 4.05, 0.0302, 0.0676, 0.0286, 0.8452, 0.0000, 0
1507, 00:30:04, 0, 12:28:53,  -3.5, 1013.394, -3.5, 4.7, -6.7, 29.92189, 82.22, 90.12, 4.03, 4.05, 0.0126, 0.0282, 0.0287, 0.8452, 0.0000, 0
1508, 00:30:05, 0, 12:28:54,  -3.1, 1013.377, -3.1, 4.7, -6.7, 29.92184, 82.22, 91.80, 4.05, 4.05, 0.0151, 0.0338, 0.0286, 0.8452, 0.0000, 0
1509, 00:30:06, 0, 12:28:55,  -2.9, 1013.374, -2.9, 4.7, -6.7, 29.92189, 82.22, 91.80, 4.05, 4.05, 0.0126, 0.0282, 0.0286, 0.8452, 0.0000, 0
1510, 00:30:07, 0, 12:28:56,  -1.7, 1013.330, -1.7, 4.7, -6.7, 29.92181, 82.22, 90.12, 4.03, 4.05, 0.0000, 0.0000, 0.0282, 0.8452, 0.0000, 0
1511, 00:30:08, 0, 12:28:57,  -1.9, 1013.335, -1.9, 4.7, -6.7, 29.92182, 82.23, 91.80, 4.05, 4.05, 0.0101, 0.0225, 0.0280, 0.8452, 0.0000, 0
1512, 00:30:09, 0, 12:28:58,  -2.1, 1013.343, -2.1, 4.7, -6.7, 29.92183, 82.24, 91.80, 4.06, 4.05, 0.0076, 0.0169, 0.0275, 0.8452, 0.0000, 0
1513, 00:30:10, 0, 12:28:59,  -2.6, 1013.360, -2.6, 4.7, -6.7, 29.92183, 82.26, 91.80, 4.04, 4.05, 0.0101, 0.0225, 0.0273, 0.8452, 0.0000, 0
1514, 00:30:11, 0, 12:29:00,  -2.2, 1013.348, -2.2, 4.7, -6.7, 29.92183, 82.25, 89.28, 4.12, 4.05, 0.0126, 0.0282, 0.0273, 0.8452, 0.0000, 0
1515, 00:30:12, 0, 12:29:01,  -1.7, 1013.329, -1.7, 4.7, -6.7, 29.92184, 82.25, 92.65, 4.04, 4.05, 0.0000, 0.0000, 0.0266, 0.8452, 0.0000, 0
1516, 00:30:13, 0, 12:29:02,  -1.9, 1013.335, -1.9, 4.7, -6.7, 29.92181, 82.25, 90.96, 4.05, 4.05, 0.0000, 0.0000, 0.0262, 0.8452, 0.0000, 0
1517, 00:30:14, 0, 12:29:03,  -1.7, 1013.327, -1.7, 4.7, -6.7, 29.92181, 82.27, 89.28, 4.10, 4.05, 0.0126, 0.0282, 0.0261, 0.8452, 0.0000, 0
1518, 00:30:15, 0, 12:29:04,  -2.0, 1013.339, -2.0, 4.7, -6.7, 29.92179, 82.27, 91.80, 4.04, 4.05, 0.0302, 0.0676, 0.0266, 0.8452, 0.0000, 0
1519, 00:30:16, 0, 12:29:05,  -1.3, 1013.314, -1.3, 4.7, -6.7, 29.92176, 82.28, 93.49, 4.04, 4.05, 0.0176, 0.0394, 0.0269, 0.8452, 0.0000, 0
1520, 00:30:17, 0, 12:29:06,  -1.3, 1013.315, -1.3, 4.7, -6.7, 29.92181, 82.29, 92.65, 4.05, 4.05, 0.0176, 0.0394, 0.0272, 0.8452, 0.0000, 0
1521, 00:30:18, 0, 12:29:07,  -1.3, 1013.315, -1.3, 4.7, -6.7, 29.92179, 82.29, 91.80, 4.05, 4.05, 0.0101, 0.0225, 0.0271, 0.8452, 0.0000, 0
1522, 00:30:19, 0, 12:29:08,  -1.5, 1013.322, -1.5, 4.7, -6.7, 29.92178, 82.30, 88.43, 4.05, 4.05, 0.0101, 0.0225, 0.0267, 0.8452, 0.0000, 0
1523, 00:30:20, 0, 12:29:09,  -1.9, 1013.335, -1.9, 4.7, -6.7, 29.92181, 82.30, 90.96, 4.12, 4.05, 0.0050, 0.0113, 0.0266, 0.8452, 0.0000, 0
1524, 00:30:21, 0, 12:29:10,  -1.7, 1013.331, -1.7, 4.7, -6.7, 29.92184, 82.30, 90.96, 4.05, 4.05, 0.0076, 0.0169, 0.0266, 0.8452, 0.0000, 0
1525, 00:30:22, 0, 12:29:11,  -1.1, 1013.306, -1.1, 4.7, -6.7, 29.92175, 82.31, 89.28, 4.05, 4.05, 0.0101, 0.0225, 0.0262, 0.8452, 0.0000, 0
1526, 00:30:23, 0, 12:29:12,  -1.4, 1013.316, -1.4, 4.7, -6.7, 29.92177, 82.32, 94.33, 4.13, 4.05, 0.0050, 0.0113, 0.0258, 0.8452, 0.0000, 0
1527, 00:30:24, 0, 12:29:13,  -1.3, 1013.314, -1.3, 4.7, -6.7, 29.92177, 82.32, 92.65, 4.06, 4.05, 0.0025, 0.0056, 0.0253, 0.8452, 0.0000, 0
1528, 00:30:25, 0, 12:29:14,  -0.9, 1013.298, -0.9, 4.7, -6.7, 29.92174, 82.33, 93.49, 4.04, 4.05, 0.0151, 0.0338, 0.0253, 0.8452, 0.0000, 0
1529, 00:30:26, 0, 12:29:15,  -1.7, 1013.326, -1.7, 4.7, -6.7, 29.92177, 82.31, 89.28, 4.04, 4.05, 0.0227, 0.0507, 0.0260, 0.8452, 0.0000, 0
1530, 00:30:27, 0, 12:29:16,  -1.6, 1013.325, -1.6, 4.7, -6.7, 29.92181, 82.34, 94.33, 4.06, 4.05, 0.0000, 0.0000, 0.0255, 0.8452, 0.0000, 0
1531, 00:30:28, 0, 12:29:17,  -2.4, 1013.356, -2.4, 4.7, -6.7, 29.92186, 82.31, 90.96, 4.05, 4.05, 0.0050, 0.0113, 0.0253, 0.8452, 0.0000, 0
1532, 00:30:29, 0, 12:29:18,  -1.5, 1013.323, -1.5, 4.7, -6.7, 29.92181, 82.32, 91.80, 4.11, 4.05, 0.0000, 0.0000, 0.0247, 0.8452, 0.0000, 0
1533, 00:30:30, 0, 12:29:19,  -1.7, 1013.331, -1.7, 4.7, -6.7, 29.92184, 82.35, 92.65, 4.05, 4.06, 0.0227, 0.0507, 0.0251, 0.8452, 0.0000, 0
1534, 00:30:31, 0, 12:29:20,  -2.8, 1013.369, -2.8, 4.7, -6.7, 29.92188, 82.36, 91.80, 4.04, 4.05, 0.0151, 0.0338, 0.0251, 0.8452, 0.0000, 0
1535, 00:30:32, 0, 12:29:21,  -2.4, 1013.352, -2.4, 4.7, -6.7, 29.92181, 82.36, 90.12, 4.05, 4.05, 0.0050, 0.0113, 0.0249, 0.8452, 0.0000, 0
1536, 00:30:33, 0, 12:29:22,  -2.1, 1013.344, -2.1, 4.7, -6.7, 29.92180, 82.36, 90.96, 4.06, 4.05, 0.0151, 0.0338, 0.0251, 0.8452, 0.0000, 0
1537, 00:30:34, 0, 12:29:23,  -1.9, 1013.335, -1.9, 4.7, -6.7, 29.92181, 82.36, 93.49, 4.05, 4.05, 0.0101, 0.0225, 0.0251, 0.8452, 0.0000, 0
1538, 00:30:35, 0, 12:29:24,  -2.0, 1013.340, -2.0, 4.7, -6.7, 29.92183, 82.37, 90.12, 4.03, 4.05, 0.0000, 0.0000, 0.0247, 0.8452, 0.0000, 0
1539, 00:30:36, 0, 12:29:25,  -1.9, 1013.338, -1.9, 4.7, -6.7, 29.92184, 82.36, 92.65, 4.04, 4.05, 0.0151, 0.0338, 0.0248, 0.8452, 0.0000, 0
1540, 00:30:37, 0, 12:29:26,  -1.4, 1013.317, -1.4, 4.7, -6.7, 29.92180, 82.39, 90.96, 4.12, 4.06, 0.0025, 0.0056, 0.0245, 0.8452, 0.0000, 0
1541, 00:30:38, 0, 12:29:27,  -1.6, 1013.325, -1.6, 4.7, -6.7, 29.92181, 82.38, 92.65, 4.07, 4.06, 0.0126, 0.0282, 0.0245, 0.8452, 0.0000, 0
1542, 00:30:39, 0, 12:29:28,  -1.5, 1013.321, -1.5, 4.7, -6.7, 29.92181, 82.38, 89.28, 4.06, 4.06, 0.0101, 0.0225, 0.0244, 0.8452, 0.0000, 0
1543, 00:30:40, 0, 12:29:29,  -0.6, 1013.286, -0.6, 4.7, -6.7, 29.92172, 82.40, 93.49, 4.04, 4.06, 0.0050, 0.0113, 0.0244, 0.8452, 0.0000, 0
1544, 00:30:41, 0, 12:29:30,  -1.2, 1013.313, -1.2, 4.7, -6.7, 29.92180, 82.42, 91.80, 4.04, 4.06, 0.0076, 0.0169, 0.0242, 0.8452, 0.0000, 0
1545, 00:30:42, 0, 12:29:31,  -1.2, 1013.313, -1.2, 4.7, -6.7, 29.92181, 82.40, 92.65, 4.05, 4.05, 0.0126, 0.0282, 0.0245, 0.8452, 0.0000, 0
1546, 00:30:43, 0, 12:29:32,  -1.3, 1013.314, -1.3, 4.7, -6.7, 29.92178, 82.41, 92.65, 4.06, 4.06, 0.0126, 0.0282, 0.0242, 0.8452, 0.0000, 0
1547, 00:30:44, 0, 12:29:33,  -0.6, 1013.288, -0.6, 4.7, -6.7, 29.92179, 82.41, 93.49, 4.03, 4.05, 0.0126, 0.0282, 0.0243, 0.8452, 0.0000, 0
1548, 00:30:45, 0, 12:29:34,  -1.2, 1013.313, -1.2, 4.7, -6.7, 29.92181, 82.41, 91.80, 4.03, 4.05, 0.0101, 0.0225, 0.0243, 0.8452, 0.0000, 0
1549, 00:30:46, 0, 12:29:35,  -1.6, 1013.325, -1.6, 4.7, -6.7, 29.92181, 82.43, 91.80, 4.05, 4.05, 0.0126, 0.0282, 0.0245, 0.8452, 0.0000, 0
1550, 00:30:47, 0, 12:29:36,  -1.7, 1013.328, -1.7, 4.7, -6.7, 29.92182, 82.42, 90.96, 4.13, 4.06, 0.0101, 0.0225, 0.0245, 0.8452, 0.0000, 0
1551, 00:30:48, 0, 12:29:37,  -1.3, 1013.315, -1.3, 4.7, -6.7, 29.92181, 82.43, 89.28, 4.03, 4.05, 0.0202, 0.0451, 0.0247, 0.8452, 0.0000, 0
1552, 00:30:49, 0, 12:29:38,  -1.7, 1013.331, -1.7, 4.7, -6.7, 29.92184, 82.43, 90.96, 4.12, 4.06, 0.0000, 0.0000, 0.0241, 0.8452, 0.0000, 0
1553, 00:30:50, 0, 12:29:39,  -1.2, 1013.311, -1.2, 4.7, -6.7, 29.92181, 82.44, 92.65, 4.11, 4.06, 0.0101, 0.0225, 0.0240, 0.8452, 0.0000, 0
1554, 00:30:51, 0, 12:29:40,  -0.8, 1013.297, -0.8, 4.7, -6.7, 29.92177, 82.44, 90.96, 4.04, 4.06, 0.0126, 0.0282, 0.0241, 0.8452, 0.0000, 0
1555, 00:30:52, 0, 12:29:41,  -1.1, 1013.307, -1.1, 4.7, -6.7, 29.92178, 82.47, 90.12, 4.04, 4.06, 0.0076, 0.0169, 0.0238, 0.8452, 0.0000, 0
1556, 00:30:53, 0, 12:29:42,  -1.1, 1013.306, -1.1, 4.7, -6.7, 29.92176, 82.48, 94.33, 4.04, 4.06, 0.0076, 0.0169, 0.0234, 0.8452, 0.0000, 0
1557, 00:30:54, 0, 12:29:43,  -0.8, 1013.297, -0.8, 4.7, -6.7, 29.92178, 82.48, 90.96, 4.05, 4.06, 0.0050, 0.0113, 0.0233, 0.8452, 0.0000, 0
1558, 00:30:55, 0, 12:29:44,  0.1, 1013.260, 0.1, 4.7, -6.7, 29.92169, 82.49, 89.28, 4.12, 4.06, 0.0025, 0.0056, 0.0230, 0.8452, 0.0000, 0
1559, 00:30:56, 0, 12:29:45,  -0.7, 1013.293, -0.7, 4.7, -6.7, 29.92179, 82.48, 93.49, 4.05, 4.06, 0.0076, 0.0169, 0.0231, 0.8452, 0.0000, 0
1560, 00:30:57, 0, 12:29:46,  -1.4, 1013.318, -1.4, 4.7, -6.7, 29.92181, 82.48, 90.12, 4.04, 4.06, 0.0050, 0.0113, 0.0229, 0.8452, 0.0000, 0
1561, 00:30:58, 0, 12:29:47,  -1.3, 1013.314, -1.3, 4.7, -6.7, 29.92177, 82.48, 90.96, 4.05, 4.06, 0.0151, 0.0338, 0.0231, 0.8452, 0.0000, 0
1562, 00:30:59, 0, 12:29:48,  -0.5, 1013.284, -0.5, 4.7, -6.7, 29.92174, 82.48, 91.80, 4.07, 4.06, 0.0025, 0.0056, 0.0224, 0.8452, 0.0000, 0
1563, 00:31:00, 0, 12:29:49,  -0.8, 1013.293, -0.8, 4.7, -6.7, 29.92174, 82.51, 89.28, 4.04, 4.06, 0.0126, 0.0282, 0.0223, 0.8452, 0.0000, 0
1564, 00:31:01, 0, 12:29:50,  -1.8, 1013.332, -1.8, 4.7, -6.7, 29.92178, 82.51, 91.80, 4.03, 4.06, 0.0101, 0.0225, 0.0220, 0.8452, 0.0000, 0
1565, 00:31:02, 0, 12:29:51,  -1.6, 1013.324, -1.6, 4.7, -6.7, 29.92178, 82.53, 90.96, 4.04, 4.06, 0.0076, 0.0169, 0.0223, 0.8452, 0.0000, 0
1566, 00:31:03, 0, 12:29:52,  -0.9, 1013.299, -0.9, 4.7, -6.7, 29.92177, 82.52, 87.59, 4.05, 4.06, 0.0277, 0.0620, 0.0222, 0.8452, 0.0000, 0
1567, 00:31:04, 0, 12:29:53,  -1.0, 1013.305, -1.0, 4.7, -6.7, 29.92180, 82.54, 89.28, 4.04, 4.06, 0.0101, 0.0225, 0.0221, 0.8452, 0.0000, 0
1568, 00:31:05, 0, 12:29:54,  -1.2, 1013.311, -1.2, 4.7, -6.7, 29.92181, 82.53, 90.96, 4.03, 4.06, 0.0000, 0.0000, 0.0216, 0.8452, 0.0000, 0
1569, 00:31:06, 0, 12:29:55,  -1.2, 1013.313, -1.2, 4.7, -6.7, 29.92182, 82.54, 91.80, 4.05, 4.06, 0.0227, 0.0507, 0.0220, 0.8452, 0.0000, 0
1570, 00:31:07, 0, 12:29:56,  -0.6, 1013.287, -0.6, 4.7, -6.7, 29.92176, 82.55, 92.65, 4.05, 4.06, 0.0252, 0.0563, 0.0229, 0.8452, 0.0000, 0
1571, 00:31:08, 0, 12:29:57,  -1.4, 1013.316, -1.4, 4.7, -6.7, 29.92177, 82.56, 94.33, 4.06, 4.06, 0.0176, 0.0394, 0.0232, 0.8452, 0.0000, 0
1572, 00:31:09, 0, 12:29:58,  -2.2, 1013.348, -2.2, 4.7, -6.7, 29.92184, 82.56, 91.80, 4.05, 4.06, 0.0202, 0.0451, 0.0236, 0.8452, 0.0000, 0
1573, 00:31:10, 0, 12:29:59,  -2.1, 1013.344, -2.1, 4.7, -6.7, 29.92181, 82.59, 92.65, 4.04, 4.06, 0.0000, 0.0000, 0.0233, 0.8452, 0.0000, 0
1574, 00:31:11, 0, 12:30:00,  -3.1, 1013.380, -3.1, 4.7, -6.7, 29.92184, 82.58, 92.65, 4.05, 4.06, 0.0126, 0.0282, 0.0233, 0.8452, 0.0000, 0
1575, 00:31:12, 0, 12:30:01,  -3.5, 1013.392, -3.5, 4.7, -6.7, 29.92185, 82.59, 92.65, 4.10, 4.06, 0.0151, 0.0338, 0.0238, 0.8452, 0.0000, 0
1576, 00:31:13, 0, 12:30:02,  -2.8, 1013.371, -2.8, 4.7, -6.7, 29.92186, 82.59, 94.33, 4.11, 4.06, 0.0101, 0.0225, 0.0242, 0.8452, 0.0000, 0
1577, 00:31:14, 0, 12:30:03,  -2.1, 1013.342, -2.1, 4.7, -6.7, 29.92181, 82.62, 91.80, 4.04, 4.06, 0.0050, 0.0113, 0.0239, 0.8452, 0.0000, 0
1578, 00:31:15, 0, 12:30:04,  -3.1, 1013.379, -3.1, 4.7, -6.7, 29.92191, 82.63, 90.96, 4.03, 4.06, 0.0050, 0.0113, 0.0230, 0.8452, 0.0000, 0
1579, 00:31:16, 0, 12:30:05,  -2.8, 1013.369, -2.8, 4.7, -6.7, 29.92188, 82.62, 92.65, 4.06, 4.06, 0.0126, 0.0282, 0.0228, 0.8452, 0.0000, 0
1580, 00:31:17, 0, 12:30:06,  -2.4, 1013.354, -2.4, 4.7, -6.7, 29.92181, 82.64, 90.96, 4.04, 4.06, 0.0050, 0.0113, 0.0223, 0.8452, 0.0000, 0
1581, 00:31:18, 0, 12:30:07,  -2.5, 1013.358, -2.5, 4.7, -6.7, 29.92185, 82.64, 89.28, 4.05, 4.06, 0.0101, 0.0225, 0.0223, 0.8452, 0.0000, 0
1582, 00:31:19, 0, 12:30:08,  -2.6, 1013.359, -2.6, 4.7, -6.7, 29.92181, 82.65, 91.80, 4.06, 4.06, 0.0126, 0.0282, 0.0224, 0.8452, 0.0000, 0
1583, 00:31:20, 0, 12:30:09,  -2.7, 1013.364, -2.7, 4.7, -6.7, 29.92181, 82.67, 92.65, 4.05, 4.06, 0.0126, 0.0282, 0.0227, 0.8452, 0.0000, 0
1584, 00:31:21, 0, 12:30:10,  -1.6, 1013.325, -1.6, 4.7, -6.7, 29.92180, 82.68, 93.49, 4.05, 4.06, 0.0076, 0.0169, 0.0227, 0.8452, 0.0000, 0
1585, 00:31:22, 0, 12:30:11,  -2.0, 1013.341, -2.0, 4.7, -6.7, 29.92184, 82.70, 93.49, 4.04, 4.06, 0.0101, 0.0225, 0.0227, 0.8452, 0.0000, 0
1586, 00:31:23, 0, 12:30:12,  -2.3, 1013.350, -2.3, 4.7, -6.7, 29.92182, 82.71, 93.49, 4.11, 4.06, 0.0101, 0.0225, 0.0229, 0.8452, 0.0000, 0
1587, 00:31:24, 0, 12:30:13,  -2.6, 1013.359, -2.6, 4.7, -6.7, 29.92181, 82.71, 90.96, 4.09, 4.06, 0.0025, 0.0056, 0.0229, 0.8452, 0.0000, 0
1588, 00:31:25, 0, 12:30:14,  -2.4, 1013.355, -2.4, 4.7, -6.7, 29.92184, 82.72, 89.28, 4.05, 4.06, 0.0151, 0.0338, 0.0229, 0.8452, 0.0000, 0
1589, 00:31:26, 0, 12:30:15,  -2.8, 1013.371, -2.8, 4.7, -6.7, 29.92187, 82.73, 93.49, 4.04, 4.06, 0.0176, 0.0394, 0.0227, 0.8452, 0.0000, 0
1590, 00:31:27, 0, 12:30:16,  -2.1, 1013.346, -2.1, 4.7, -6.7, 29.92187, 82.74, 89.28, 4.04, 4.06, 0.0151, 0.0338, 0.0233, 0.8452, 0.0000, 0
1591, 00:31:28, 0, 12:30:17,  -2.8, 1013.372, -2.8, 4.7, -6.7, 29.92189, 82.74, 90.96, 4.04, 4.06, 0.0151, 0.0338, 0.0236, 0.8452, 0.0000, 0
1592, 00:31:29, 0, 12:30:18,  -2.1, 1013.346, -2.1, 4.7, -6.7, 29.92187, 82.75, 89.28, 4.04, 4.05, 0.0025, 0.0056, 0.0237, 0.8452, 0.0000, 0
1593, 00:31:30, 0, 12:30:19,  -2.2, 1013.347, -2.2, 4.7, -6.7, 29.92182, 82.74, 93.49, 4.12, 4.06, 0.0202, 0.0451, 0.0236, 0.8452, 0.0000, 0
1594, 00:31:31, 0, 12:30:20,  -2.9, 1013.373, -2.9, 4.7, -6.7, 29.92186, 82.77, 89.28, 4.06, 4.06, 0.0151, 0.0338, 0.0236, 0.8452, 0.0000, 0
1595, 00:31:32, 0, 12:30:21,  -3.3, 1013.387, -3.3, 4.7, -6.7, 29.92185, 82.77, 93.49, 4.04, 4.06, 0.0000, 0.0000, 0.0235, 0.8452, 0.0000, 0
1596, 00:31:33, 0, 12:30:22,  -3.3, 1013.387, -3.3, 4.7, -6.7, 29.92186, 82.78, 92.65, 4.05, 4.06, 0.0000, 0.0000, 0.0229, 0.8452, 0.0000, 0
