#, TTO, Time, Mark, Alt, Alt>GND, Wind, WindMax, WindErr, 10sAve, 10sGust,10sLull, 10sTurb, 10sRofC, 10sJerk, 2mAve, 2mG, 2mL, 2mT, 10mAve, 10mG, 10mL, 10mT
1, 00:04:58, 12:03:46, 0, -0.2, -0.2, 0.1, 0.1, 0, 0.1, 0.1, 0.1, 0.0, +0.00, +0.00, 0.1, 0.1, 0.1, 0.0, 0.1, 0.1, 0.1, 0.0
2, 00:04:59, 12:03:48, 0,  0.3,  0.3, 0.4, 0.4, 0, 0.2, 0.4, 0.1, 0.3, +0.33, +0.33, 0.2, 0.4, 0.1, 0.3, 0.2, 0.4, 0.1, 0.3
3, 00:05:00, 12:03:49, 0,  0.5,  0.5, 0.1, 0.4, 0, 0.2, 0.4, 0.1, 0.3, -0.31, -0.64, 0.2, 0.4, 0.1, 0.3, 0.2, 0.4, 0.1, 0.3
4, 00:05:01, 12:03:50, 0,  0.4,  0.4, 0.2, 0.4, 0, 0.2, 0.4, 0.1, 0.3, +0.09, +0.40, 0.2, 0.4, 0.1, 0.3, 0.2, 0.4, 0.1, 0.3
5, 00:05:02, 12:03:51, 0,  0.5,  0.5, 0.1, 0.4, 0, 0.2, 0.4, 0.1, 0.4, -0.14, -0.23, 0.2, 0.4, 0.1, 0.4, 0.2, 0.4, 0.1, 0.4
6, 00:05:03, 12:03:52, 0,  0.5,  0.5, 0.1, 0.4, 0, 0.1, 0.4, 0.1, 0.4, +0.03, +0.16, 0.1, 0.4, 0.1, 0.4, 0.1, 0.4, 0.1, 0.4
7, 00:05:04, 12:03:53, 0,  0.3,  0.3, 0.1, 0.4, 0, 0.1, 0.4, 0.1, 0.4, -0.02, -0.05, 0.1, 0.4, 0.1, 0.4, 0.1, 0.4, 0.1, 0.4
8, 00:05:05, 12:03:54, 0,  0.3,  0.3, 0.1, 0.4, 0, 0.1, 0.4, 0.1, 0.4, +0.02, +0.04, 0.1, 0.4, 0.1, 0.4, 0.1, 0.4, 0.1, 0.4
9, 00:05:06, 12:03:55, 0,  0.2,  0.2, 0.1, 0.4, 0, 0.1, 0.4, 0.1, 0.4, +0.00, -0.02, 0.1, 0.4, 0.1, 0.4, 0.1, 0.4, 0.1, 0.4
10, 00:05:07, 12:03:56, 0,  0.1,  0.1, 0.1, 0.4, 0, 0.1, 0.4, 0.1, 0.4, +0.00, +0.00, 0.1, 0.4, 0.1, 0.4, 0.1, 0.4, 0.1, 0.4
11, 00:05:08, 12:03:57, 0,  0.1,  0.1, 0.1, 0.4, 0, 0.1, 0.4, 0.1, 0.4, -0.01, -0.01, 0.1, 0.4, 0.1, 0.4, 0.1, 0.4, 0.1, 0.4
12, 00:05:09, 12:03:58, 0,  0.3,  0.3, 0.1, 0.4, 0, 0.1, 0.2, 0.1, 0.1, +0.02, +0.03, 0.1, 0.4, 0.1, 0.4, 0.1, 0.4, 0.1, 0.4
13, 00:05:10, 12:03:59, 0,  0.4,  0.4, 0.1, 0.4, 0, 0.1, 0.2, 0.1, 0.1, +0.03, +0.01, 0.1, 0.4, 0.1, 0.4, 0.1, 0.4, 0.1, 0.4
14, 00:05:11, 12:04:00, 0,  0.3,  0.3, 0.1, 0.4, 0, 0.1, 0.1, 0.1, 0.1, -0.02, -0.05, 0.1, 0.4, 0.1, 0.4, 0.1, 0.4, 0.1, 0.4
15, 00:05:12, 12:04:01, 0,  0.3,  0.3, 0.1, 0.4, 0, 0.1, 0.1, 0.1, 0.1, -0.02, -0.01, 0.1, 0.4, 0.1, 0.4, 0.1, 0.4, 0.1, 0.4
16, 00:05:13, 12:04:02, 0,  0.3,  0.3, 0.1, 0.4, 0, 0.1, 0.1, 0.1, 0.1, +0.06, +0.08, 0.1, 0.4, 0.1, 0.4, 0.1, 0.4, 0.1, 0.4
17, 00:05:14, 12:04:03, 0,  0.5,  0.5, 0.8, 0.8, 0, 0.2, 0.8, 0.1, 0.8, +0.70, +0.64, 0.2, 0.8, 0.1, 0.8, 0.2, 0.8, 0.1, 0.8
18, 00:05:15, 12:04:04, 0,  2.1,  2.1, 0.0, 0.8, 0, 0.2, 0.8, 0.0, 0.8, -0.85, -1.54, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
19, 00:05:16, 12:04:05, 0,  1.1,  1.1, 0.1, 0.8, 0, 0.2, 0.8, 0.0, 0.8, +0.07, +0.91, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
20, 00:05:17, 12:04:06, 0,  0.7,  0.7, 0.0, 0.8, 0, 0.2, 0.8, 0.0, 0.8, -0.07, -0.14, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
21, 00:05:18, 12:04:07, 0,  0.5,  0.5, 0.1, 0.8, 0, 0.2, 0.8, 0.0, 0.8, +0.11, +0.18, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
22, 00:05:19, 12:04:08, 0,  0.9,  0.9, 0.1, 0.8, 0, 0.2, 0.8, 0.0, 0.8, +0.01, -0.11, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
23, 00:05:20, 12:04:09, 0, -2.1, -2.1, 0.0, 0.8, 0, 0.1, 0.8, 0.0, 0.8, -0.12, -0.12, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
24, 00:05:21, 12:04:10, 0, -0.6, -0.6, 0.1, 0.8, 0, 0.1, 0.8, 0.0, 0.8, +0.10, +0.22, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
25, 00:05:22, 12:04:11, 0, -1.1, -1.1, 0.0, 0.8, 0, 0.1, 0.8, 0.0, 0.8, -0.10, -0.20, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
26, 00:05:23, 12:04:12, 0, -1.1, -1.1, 0.1, 0.8, 0, 0.1, 0.8, 0.0, 0.8, +0.09, +0.19, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
27, 00:05:24, 12:04:13, 0, -2.4, -2.4, 0.0, 0.8, 0, 0.1, 0.1, 0.0, 0.1, -0.07, -0.16, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
28, 00:05:25, 12:04:14, 0, -4.2, -4.2, 0.1, 0.8, 0, 0.1, 0.1, 0.0, 0.1, +0.05, +0.12, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
29, 00:05:26, 12:04:15, 0, -1.1, -1.1, 0.0, 0.8, 0, 0.1, 0.1, 0.0, 0.1, -0.02, -0.06, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
30, 00:05:27, 12:04:16, 0, -0.8, -0.8, 0.1, 0.8, 0, 0.1, 0.1, 0.0, 0.1, +0.05, +0.06, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
31, 00:05:28, 12:04:17, 0, -0.3, -0.3, 0.1, 0.8, 0, 0.1, 0.1, 0.0, 0.1, -0.02, -0.07, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
32, 00:05:29, 12:04:18, 0, -1.0, -1.0, 0.1, 0.8, 0, 0.1, 0.1, 0.0, 0.1, +0.02, +0.04, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
33, 00:05:30, 12:04:19, 0, -0.3, -0.3, 0.1, 0.8, 0, 0.1, 0.1, 0.0, 0.1, -0.01, -0.03, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
34, 00:05:31, 12:04:20, 0, -0.2, -0.2, 0.1, 0.8, 0, 0.1, 0.1, 0.0, 0.1, -0.01, +0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
35, 00:05:32, 12:04:21, 0, -0.6, -0.6, 0.1, 0.8, 0, 0.1, 0.1, 0.0, 0.1, -0.01, -0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
36, 00:05:33, 12:04:22, 0, -0.1, -0.1, 0.1, 0.8, 0, 0.1, 0.1, 0.0, 0.1, +0.01, +0.02, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
37, 00:05:34, 12:04:23, 0, -0.4, -0.4, 0.1, 0.8, 0, 0.1, 0.1, 0.0, 0.0, +0.02, +0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
38, 00:05:35, 12:04:24, 0, -0.5, -0.5, 0.1, 0.8, 0, 0.1, 0.1, 0.0, 0.0, -0.02, -0.04, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
39, 00:05:36, 12:04:25, 0, -0.5, -0.5, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.01, +0.03, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
40, 00:05:37, 12:04:26, 0, -0.5, -0.5, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.02, +0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
41, 00:05:38, 12:04:27, 0, -0.6, -0.6, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, -0.02, -0.04, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
42, 00:05:39, 12:04:28, 0, -3.7, -3.7, 0.6, 0.8, 0, 0.1, 0.6, 0.1, 0.6, +0.55, +0.57, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
43, 00:05:40, 12:04:29, 0, -2.6, -2.6, 0.0, 0.8, 0, 0.1, 0.6, 0.0, 0.6, -0.61, -1.16, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
44, 00:05:41, 12:04:30, 0, -0.6, -0.6, 0.1, 0.8, 0, 0.1, 0.6, 0.0, 0.6, +0.07, +0.68, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
45, 00:05:42, 12:04:31, 0, -0.4, -0.4, 0.1, 0.8, 0, 0.1, 0.6, 0.0, 0.6, +0.01, -0.07, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
46, 00:05:43, 12:04:32, 0, -0.6, -0.6, 0.1, 0.8, 0, 0.1, 0.6, 0.0, 0.6, +0.00, -0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
47, 00:05:44, 12:04:33, 0, -0.5, -0.5, 0.1, 0.8, 0, 0.1, 0.6, 0.0, 0.6, -0.01, -0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
48, 00:05:45, 12:04:34, 0, -0.4, -0.4, 0.1, 0.8, 0, 0.1, 0.6, 0.0, 0.6, +0.00, +0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
49, 00:05:46, 12:04:35, 0, -0.4, -0.4, 0.1, 0.8, 0, 0.1, 0.6, 0.0, 0.6, +0.01, +0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
50, 00:05:47, 12:04:36, 0, -0.3, -0.3, 0.1, 0.8, 0, 0.1, 0.6, 0.0, 0.6, +0.00, -0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
51, 00:05:48, 12:04:37, 0, -0.4, -0.4, 0.1, 0.8, 0, 0.1, 0.6, 0.0, 0.6, -0.01, -0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
52, 00:05:49, 12:04:38, 0, -0.6, -0.6, 0.1, 0.8, 0, 0.1, 0.1, 0.0, 0.1, +0.00, +0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
53, 00:05:50, 12:04:39, 0, -0.8, -0.8, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, -0.01, -0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
54, 00:05:51, 12:04:40, 0, -0.9, -0.9, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.01, +0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
55, 00:05:52, 12:04:41, 0, -1.0, -1.0, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.01, +0.00, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
56, 00:05:53, 12:04:42, 0, -1.3, -1.3, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, -0.01, -0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
57, 00:05:54, 12:04:43, 0, -1.0, -1.0, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.00, +0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
58, 00:05:55, 12:04:44, 0, -1.3, -1.3, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.00, +0.00, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
59, 00:05:56, 12:04:45, 0, -1.3, -1.3, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.01, +0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
60, 00:05:57, 12:04:46, 0, -0.9, -0.9, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.00, -0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
61, 00:05:58, 12:04:47, 0, -1.0, -1.0, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, -0.01, -0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
62, 00:05:59, 12:04:48, 0, -0.8, -0.8, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, -0.01, +0.00, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
63, 00:06:00, 12:04:49, 0, -0.4, -0.4, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.00, +0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
64, 00:06:01, 12:04:50, 0, -0.2, -0.2, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.01, +0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
65, 00:06:02, 12:04:51, 0, -0.3, -0.3, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.00, -0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
66, 00:06:03, 12:04:52, 0, -0.5, -0.5, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.01, +0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
67, 00:06:04, 12:04:53, 0, -0.7, -0.7, 0.0, 0.8, 0, 0.1, 0.1, 0.0, 0.1, -0.08, -0.10, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
68, 00:06:05, 12:04:54, 0, -0.5, -0.5, 0.1, 0.8, 0, 0.1, 0.1, 0.0, 0.1, +0.07, +0.16, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
69, 00:06:06, 12:04:55, 0, -0.4, -0.4, 0.1, 0.8, 0, 0.1, 0.1, 0.0, 0.1, +0.00, -0.07, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
70, 00:06:07, 12:04:56, 0, -0.6, -0.6, 0.1, 0.8, 0, 0.1, 0.1, 0.0, 0.1, +0.00, +0.00, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
71, 00:06:08, 12:04:57, 0, -0.9, -0.9, 0.1, 0.8, 0, 0.1, 0.1, 0.0, 0.1, +0.00, +0.00, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
72, 00:06:09, 12:04:58, 0, -1.0, -1.0, 0.1, 0.8, 0, 0.1, 0.1, 0.0, 0.1, +0.00, +0.00, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
73, 00:06:10, 12:04:59, 0, -1.0, -1.0, 0.1, 0.8, 0, 0.1, 0.1, 0.0, 0.1, +0.00, +0.00, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
74, 00:06:11, 12:05:00, 0, -1.2, -1.2, 0.1, 0.8, 0, 0.1, 0.1, 0.0, 0.1, -0.01, -0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
75, 00:06:12, 12:05:01, 0, -0.8, -0.8, 0.1, 0.8, 0, 0.1, 0.1, 0.0, 0.1, +0.01, +0.02, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
76, 00:06:13, 12:05:02, 0, -0.5, -0.5, 0.1, 0.8, 0, 0.1, 0.1, 0.0, 0.1, -0.01, -0.02, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
77, 00:06:14, 12:05:03, 0, -0.1, -0.1, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.01, +0.02, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
78, 00:06:15, 12:05:04, 0, -0.1, -0.1, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.00, -0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
79, 00:06:16, 12:05:05, 0, -0.3, -0.3, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.01, +0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
80, 00:06:17, 12:05:06, 0, -0.1, -0.1, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.00, -0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
81, 00:06:18, 12:05:07, 0,  0.0,  0.0, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.00, +0.00, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
82, 00:06:19, 12:05:08, 0,  0.0,  0.0, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.00, +0.00, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
83, 00:06:20, 12:05:09, 0, -0.1, -0.1, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, -0.01, -0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
84, 00:06:21, 12:05:10, 0, -0.3, -0.3, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.01, +0.02, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
85, 00:06:22, 12:05:11, 0, -0.6, -0.6, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.00, -0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
86, 00:06:23, 12:05:12, 0, -0.8, -0.8, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.00, +0.00, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
87, 00:06:24, 12:05:13, 0, -1.1, -1.1, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, -0.01, -0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
88, 00:06:25, 12:05:14, 0, -1.1, -1.1, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.01, +0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
89, 00:06:26, 12:05:15, 0, -0.8, -0.8, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, -0.01, -0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
90, 00:06:27, 12:05:16, 0, -0.3, -0.3, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.01, +0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
91, 00:06:28, 12:05:17, 0, -0.2, -0.2, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, -0.01, -0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
92, 00:06:29, 12:05:18, 0, -0.3, -0.3, 0.1, 0.8, 1, 0.1, 0.1, 0.1, 0.0, +0.00, +0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
93, 00:06:30, 12:05:19, 0, -0.4, -0.4, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.00, +0.00, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
94, 00:06:31, 12:05:20, 0, -0.6, -0.6, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.00, +0.00, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
95, 00:06:32, 12:05:21, 0, -0.5, -0.5, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.00, +0.00, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
96, 00:06:33, 12:05:22, 0, -0.5, -0.5, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.01, +0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
97, 00:06:34, 12:05:23, 0, -0.6, -0.6, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, -0.01, -0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
98, 00:06:35, 12:05:24, 0, -0.3, -0.3, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.01, +0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
99, 00:06:36, 12:05:25, 0, -0.1, -0.1, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.01, +0.00, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
100, 00:06:37, 12:05:26, 0,  0.3,  0.3, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, -0.01, -0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
101, 00:06:38, 12:05:27, 0,  0.3,  0.3, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, -0.01, +0.00, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
102, 00:06:39, 12:05:28, 0,  0.1,  0.1, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.01, +0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
103, 00:06:40, 12:05:29, 0,  0.1,  0.1, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, -0.01, -0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
104, 00:06:41, 12:05:30, 0,  0.1,  0.1, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.00, +0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
105, 00:06:42, 12:05:31, 0,  0.1,  0.1, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.00, +0.00, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
106, 00:06:43, 12:05:32, 0, -0.1, -0.1, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.01, +0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
107, 00:06:44, 12:05:33, 0, -0.3, -0.3, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, -0.01, -0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
108, 00:06:45, 12:05:34, 0, -0.4, -0.4, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.01, +0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
109, 00:06:46, 12:05:35, 0, -0.3, -0.3, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, -0.01, -0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
110, 00:06:47, 12:05:36, 0, -0.2, -0.2, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.01, +0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
111, 00:06:48, 12:05:37, 0, -0.2, -0.2, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, -0.01, -0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
112, 00:06:49, 12:05:38, 0, -0.1, -0.1, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.01, +0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
113, 00:06:50, 12:05:39, 0, -0.1, -0.1, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.00, -0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
114, 00:06:51, 12:05:40, 0, -0.1, -0.1, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, -0.01, -0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
115, 00:06:52, 12:05:41, 0,  0.0,  0.0, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.00, +0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
116, 00:06:53, 12:05:42, 0,  0.0,  0.0, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.00, +0.00, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
117, 00:06:54, 12:05:43, 0,  0.1,  0.1, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.01, +0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
118, 00:06:55, 12:05:44, 0,  0.1,  0.1, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, -0.01, -0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
119, 00:06:56, 12:05:45, 0,  0.0,  0.0, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.01, +0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
120, 00:06:57, 12:05:46, 0, -0.1, -0.1, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.01, +0.00, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
121, 00:06:58, 12:05:47, 0, -0.1, -0.1, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, -0.01, -0.02, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
122, 00:06:59, 12:05:48, 0, -0.1, -0.1, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, +0.00, +0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
123, 00:07:00, 12:05:49, 0,  0.1,  0.1, 0.1, 0.8, 0, 0.1, 0.1, 0.1, 0.0, -0.01, -0.01, 0.1, 0.8, 0.0, 0.8, 0.1, 0.8, 0.0, 0.8
