#, times, sys, gyro, accel, mag, e_x, e_y, e_z, heading, compass, q_w, q_x, q_y, q_z, lin_acc_x, lin_acc_y, lin_acc_z, grav_x, grav_y, grav_z, r_mag_x, r_mag_y, r_mag_z, temp 
1, 12:03:46, 3, 3, 3, 3, 353.250, 5.750, -97.000, -97.000000000000000000000, 263.0, -0.66150, -0.74823, 0.03235, -0.03894, -0.10000, -0.07000, 0.00000, 0.99000, 9.68000, -1.19000, -5.68750, -65.87500, -14.25000, 25.0
2, 12:03:48, 3, 3, 3, 3, 353.250, 5.750, -97.063, -97.062500000000000000000, 262.9, -0.66132, -0.74841, 0.03223, -0.03876, -0.12000, -0.14000, -0.04000, 0.98000, 9.68000, -1.20000, -6.06250, -66.18750, -13.50000, 25.0
3, 12:03:49, 3, 3, 3, 3, 353.438, 5.563, -97.188, -97.187500000000000000000, 262.8, -0.66052, -0.74921, 0.03125, -0.03760, -0.10000, -0.05000, -0.03000, 0.95000, 9.68000, -1.22000, -6.37500, -65.87500, -13.87500, 24.0
4, 12:03:50, 3, 3, 3, 3, 353.438, 5.563, -97.188, -97.187500000000000000000, 262.8, -0.66052, -0.74921, 0.03125, -0.03760, -0.07000, -0.03000, -0.02000, 0.95000, 9.68000, -1.22000, -6.06250, -65.87500, -12.25000, 25.0
5, 12:03:51, 3, 3, 3, 3, 353.438, 5.563, -97.188, -97.187500000000000000000, 262.8, -0.66052, -0.74921, 0.03125, -0.03760, -0.07000, -0.06000, -0.06000, 0.95000, 9.68000, -1.22000, -6.06250, -64.75000, -13.50000, 25.0
6, 12:03:52, 3, 3, 3, 3, 353.438, 5.563, -97.188, -97.187500000000000000000, 262.8, -0.66052, -0.74921, 0.03125, -0.03760, -0.09000, 0.01000, -0.09000, 0.95000, 9.68000, -1.22000, -6.06250, -65.50000, -12.68750, 25.0
7, 12:03:53, 3, 3, 3, 3, 353.438, 5.563, -97.188, -97.187500000000000000000, 262.8, -0.66046, -0.74927, 0.03125, -0.03760, -0.08000, -0.01000, -0.07000, 0.95000, 9.68000, -1.22000, -6.06250, -64.75000, -13.50000, 25.0
8, 12:03:54, 3, 3, 3, 3, 353.438, 5.563, -97.188, -97.187500000000000000000, 262.8, -0.66046, -0.74927, 0.03125, -0.03760, -0.07000, -0.04000, -0.05000, 0.95000, 9.68000, -1.22000, -6.37500, -66.18750, -13.06250, 25.0
9, 12:03:55, 3, 3, 3, 3, 353.438, 5.563, -97.188, -97.187500000000000000000, 262.8, -0.66046, -0.74927, 0.03125, -0.03760, -0.07000, 0.00000, -0.07000, 0.95000, 9.68000, -1.22000, -5.68750, -65.87500, -12.68750, 25.0
10, 12:03:56, 3, 3, 3, 3, 353.438, 5.563, -97.188, -97.187500000000000000000, 262.8, -0.66046, -0.74927, 0.03125, -0.03760, -0.05000, -0.01000, -0.02000, 0.95000, 9.68000, -1.22000, -5.25000, -65.50000, -14.25000, 25.0
11, 12:03:57, 3, 3, 3, 3, 353.438, 5.563, -97.188, -97.187500000000000000000, 262.8, -0.66046, -0.74927, 0.03125, -0.03760, -0.07000, -0.03000, -0.04000, 0.95000, 9.68000, -1.22000, -5.25000, -65.50000, -13.06250, 25.0
12, 12:03:58, 3, 3, 3, 3, 353.438, 5.563, -97.188, -97.187500000000000000000, 262.8, -0.66046, -0.74927, 0.03125, -0.03760, -0.05000, -0.05000, -0.04000, 0.95000, 9.68000, -1.22000, -5.25000, -65.87500, -13.87500, 25.0
13, 12:03:59, 3, 3, 3, 3, 353.438, 5.563, -97.188, -97.187500000000000000000, 262.8, -0.66046, -0.74927, 0.03125, -0.03760, -0.08000, -0.03000, -0.02000, 0.95000, 9.68000, -1.22000, -6.06250, -65.50000, -13.06250, 25.0
14, 12:04:00, 3, 3, 3, 3, 353.438, 5.563, -97.188, -97.187500000000000000000, 262.8, -0.66046, -0.74927, 0.03125, -0.03760, -0.06000, -0.02000, -0.03000, 0.95000, 9.68000, -1.22000, -6.06250, -65.50000, -13.87500, 25.0
15, 12:04:01, 3, 3, 3, 3, 353.438, 5.563, -97.188, -97.187500000000000000000, 262.8, -0.66046, -0.74927, 0.03125, -0.03760, -0.08000, -0.01000, -0.07000, 0.95000, 9.68000, -1.22000, -6.06250, -65.06250, -13.87500, 25.0
16, 12:04:02, 3, 3, 3, 3, 353.500, 5.500, -97.188, -97.187500000000000000000, 262.8, -0.66034, -0.74939, 0.03101, -0.03717, -0.09000, 0.19000, -0.14000, 0.94000, 9.68000, -1.22000, -6.06250, -65.87500, -13.06250, 25.0
17, 12:04:03, 3, 3, 3, 3, 348.750, -1.000, -118.000, -118.000000000000000000000, 242.0, -0.51257, -0.85120, -0.10126, -0.05042, 1.99000, 2.76000, -0.68000, -0.18000, 8.61000, -4.68000, 6.37500, -61.06250, 3.18750, 25.0
18, 12:04:04, 1, 3, 3, 3, 146.813, 55.375, -163.625, -163.625000000000000000000, 196.4, 0.13623, -0.77893, -0.40698, -0.45728, -0.07000, -0.85000, -1.79000, 8.13000, 1.54000, -5.25000, -25.37500, -19.06250, 38.37500, 25.0
19, 12:04:05, 2, 3, 3, 3, 147.563, 77.438, -166.688, -166.687500000000000000000, 193.3, 0.17529, -0.73511, -0.25488, -0.60327, -1.60000, -0.34000, -2.38000, 9.55000, 0.60000, -2.10000, -46.56250, -18.75000, 22.87500, 25.0
20, 12:04:06, 2, 3, 3, 3, 122.750, 80.688, 166.875, 166.875000000000000000000, 166.9, 0.30457, -0.68445, -0.33203, -0.57318, -0.02000, 8.07000, 1.86000, 9.67000, -0.35000, -1.54000, -48.00000, -9.18750, 25.56250, 25.0
21, 12:04:07, 3, 3, 3, 3, 168.063, 73.250, -149.813, -149.812500000000000000000, 210.2, 0.06348, -0.76495, -0.19812, -0.60956, 2.59000, -0.86000, -1.18000, 9.39000, 1.41000, -2.42000, -43.37500, -25.68750, 19.25000, 25.0
22, 12:04:08, 3, 3, 3, 3, 113.813, 79.563, -151.000, -151.000000000000000000000, 209.0, 0.35742, -0.59583, -0.47180, -0.54279, -3.90000, 0.80000, 0.17000, 9.65000, 0.84000, -1.52000, -45.18750, -10.50000, 27.25000, 25.0
23, 12:04:09, 0, 3, 3, 3, 130.125, 81.688, -130.688, -130.687500000000000000000, 229.3, 0.28375, -0.63232, -0.38367, -0.61029, 2.32000, 0.51000, -1.54000, 9.70000, 1.09000, -0.90000, -50.50000, -27.06250, 27.25000, 25.0
24, 12:04:10, 1, 3, 3, 3, 135.750, 83.813, -5.750, -5.750000000000000000000, 354.3, 0.27094, -0.61328, -0.32483, -0.66705, 0.39000, -0.77000, 0.16000, 9.75000, 0.98000, 0.36000, -50.37500, -29.25000, 20.37500, 25.0
25, 12:04:11, 2, 3, 3, 3, 163.813, 84.375, -5.500, -5.500000000000000000000, 354.5, 0.10168, -0.68207, -0.16724, -0.70459, -0.60000, -0.62000, -1.52000, 9.75000, 0.95000, 0.13000, -52.56250, -37.56250, 6.75000, 25.0
26, 12:04:12, 2, 3, 3, 3, 168.938, 82.125, -78.250, -78.250000000000000000000, 281.8, 0.06897, -0.67871, -0.15955, -0.71356, -0.30000, 0.75000, -0.68000, 9.71000, 1.31000, 0.27000, -54.37500, -41.18750, 6.37500, 25.0
27, 12:04:13, 1, 3, 3, 3, 219.688, 83.438, -173.563, -173.562500000000000000000, 186.4, -0.24274, -0.69348, 0.17169, -0.65625, -0.98000, -0.90000, 0.48000, 9.74000, 1.09000, -0.20000, -54.37500, -30.75000, -16.37500, 25.0
28, 12:04:14, 3, 3, 3, 3, 200.313, 80.000, -107.750, -107.750000000000000000000, 252.3, -0.12152, -0.72546, 0.00861, -0.67737, 0.30000, 0.63000, 1.25000, 9.66000, 1.59000, -0.51000, -46.00000, -34.06250, -3.56250, 25.0
29, 12:04:15, 1, 3, 3, 3, 190.313, 79.438, -85.563, -85.562500000000000000000, 274.4, -0.06421, -0.69910, -0.06537, -0.70911, -0.35000, 0.02000, 0.08000, 9.64000, 1.79000, 0.13000, -46.06250, -38.75000, -6.00000, 25.0
30, 12:04:16, 1, 3, 3, 3, 190.688, 79.125, -87.313, -87.312500000000000000000, 272.7, -0.06628, -0.70081, -0.06714, -0.70709, -0.30000, 0.21000, 0.40000, 9.63000, 1.84000, 0.08000, -46.06250, -38.06250, -4.87500, 25.0
31, 12:04:17, 1, 3, 3, 3, 191.313, 78.938, -93.313, -93.312500000000000000000, 266.7, -0.06946, -0.70795, -0.06628, -0.69971, -0.19000, -0.24000, -0.26000, 9.62000, 1.87000, -0.11000, -46.06250, -37.75000, -5.68750, 25.0
32, 12:04:18, 1, 3, 3, 3, 191.375, 78.813, -96.938, -96.937500000000000000000, 263.1, -0.06940, -0.71222, -0.06653, -0.69531, -0.12000, 0.24000, -0.04000, 9.62000, 1.87000, -0.22000, -46.87500, -36.25000, -5.25000, 25.0
33, 12:04:19, 1, 3, 3, 3, 191.625, 79.063, -91.000, -91.000000000000000000000, 269.0, -0.07166, -0.70551, -0.06293, -0.70227, 0.00000, -0.05000, -0.28000, 9.62000, 1.85000, -0.03000, -47.25000, -37.37500, -6.50000, 25.0
34, 12:04:20, 1, 3, 3, 3, 191.438, 79.750, -89.375, -89.375000000000000000000, 270.6, -0.07080, -0.70416, -0.05530, -0.70435, -0.10000, 0.04000, -0.27000, 9.65000, 1.74000, 0.02000, -46.87500, -37.00000, -5.25000, 25.0
35, 12:04:21, 1, 3, 3, 3, 194.438, 77.750, -86.813, -86.812500000000000000000, 273.2, -0.08954, -0.70032, -0.06079, -0.70557, -0.01000, -0.27000, 0.00000, 9.58000, 2.07000, 0.11000, -47.25000, -39.18750, -8.87500, 25.0
36, 12:04:22, 0, 3, 3, 3, 194.563, 77.625, -87.750, -87.750000000000000000000, 272.3, -0.09015, -0.70142, -0.06195, -0.70428, -0.05000, -0.13000, 0.00000, 9.57000, 2.09000, 0.08000, -47.25000, -39.56250, -8.50000, 25.0
37, 12:04:23, 0, 3, 3, 3, 195.063, 77.625, -85.188, -85.187500000000000000000, 274.8, -0.09381, -0.69824, -0.05786, -0.70734, -0.11000, 0.14000, 0.32000, 9.58000, 2.08000, 0.17000, -47.25000, -39.56250, -8.50000, 25.0
38, 12:04:24, 0, 3, 3, 3, 198.000, 75.813, -85.438, -85.437500000000000000000, 274.6, -0.11194, -0.69739, -0.06244, -0.70514, -0.06000, -0.12000, 0.13000, 9.50000, 2.39000, 0.19000, -47.87500, -42.00000, -10.25000, 25.0
39, 12:04:25, 0, 3, 3, 3, 198.563, 74.875, -85.875, -85.875000000000000000000, 274.1, -0.11536, -0.69720, -0.06970, -0.70410, 0.23000, 0.28000, 0.03000, 9.47000, 2.53000, 0.17000, -48.68750, -43.75000, -11.87500, 25.0
40, 12:04:26, 0, 3, 3, 3, 200.188, 74.000, -89.563, -89.562500000000000000000, 270.4, -0.12408, -0.70270, -0.07220, -0.69684, -0.17000, -0.55000, -0.20000, 9.42000, 2.69000, 0.02000, -47.25000, -44.50000, -12.25000, 25.0
41, 12:04:27, 0, 3, 3, 3, 201.063, 73.625, -91.438, -91.437500000000000000000, 268.6, -0.12885, -0.70599, -0.07208, -0.69269, -0.05000, 0.13000, 0.00000, 9.40000, 2.76000, -0.07000, -45.75000, -43.37500, -11.87500, 25.0
42, 12:04:28, 0, 3, 3, 3, 189.625, 79.125, -128.063, -128.062500000000000000000, 231.9, -0.05597, -0.74542, -0.04895, -0.66241, 5.22000, 0.69000, -2.22000, 9.63000, 1.45000, -1.13000, -51.06250, -31.37500, -9.75000, 25.0
43, 12:04:29, 0, 3, 3, 3, 245.438, 68.750, -55.688, -55.687500000000000000000, 304.3, -0.41956, -0.60962, 0.16272, -0.65253, 0.62000, 0.48000, -0.09000, 9.13000, 2.95000, 1.99000, -46.06250, -20.00000, -44.18750, 25.0
44, 12:04:30, 0, 3, 3, 3, 271.750, 69.375, -56.688, -56.687500000000000000000, 303.3, -0.55463, -0.55853, 0.30273, -0.53741, -0.02000, -0.08000, -0.18000, 9.18000, 2.88000, 1.89000, -46.75000, -20.56250, -44.68750, 25.0
45, 12:04:31, 3, 3, 3, 3, 276.875, 69.625, -57.438, -57.437500000000000000000, 302.6, -0.57660, -0.54590, 0.32971, -0.51068, -0.08000, -0.07000, -0.13000, 9.18999, 2.87000, 1.82000, -46.06250, -19.87500, -44.68750, 25.0
46, 12:04:32, 3, 3, 3, 3, 277.375, 69.750, -57.625, -57.625000000000000000000, 302.4, -0.57831, -0.54492, 0.33252, -0.50800, -0.10000, -0.07000, -0.12000, 9.20000, 2.86000, 1.81000, -46.06250, -20.25000, -43.87500, 25.0
47, 12:04:33, 3, 3, 3, 3, 277.375, 69.813, -57.875, -57.875000000000000000000, 302.1, -0.57770, -0.54541, 0.33325, -0.50763, -0.09000, -0.11000, -0.07000, 9.20000, 2.86000, 1.79000, -46.06250, -20.56250, -43.87500, 25.0
48, 12:04:34, 3, 3, 3, 3, 277.375, 69.813, -57.875, -57.875000000000000000000, 302.1, -0.57770, -0.54547, 0.33331, -0.50763, -0.06000, -0.03000, -0.08000, 9.20000, 2.86000, 1.79000, -46.06250, -19.50000, -44.68750, 25.0
49, 12:04:35, 3, 3, 3, 3, 277.375, 69.813, -57.875, -57.875000000000000000000, 302.1, -0.57770, -0.54547, 0.33331, -0.50763, -0.08000, -0.04000, -0.10000, 9.20000, 2.86000, 1.79000, -45.37500, -20.56250, -45.50000, 25.0
50, 12:04:36, 3, 3, 3, 3, 277.375, 69.813, -57.875, -57.875000000000000000000, 302.1, -0.57770, -0.54547, 0.33331, -0.50763, -0.09000, -0.06000, -0.05000, 9.20000, 2.86000, 1.79000, -46.37500, -19.87500, -44.68750, 25.0
51, 12:04:37, 3, 3, 3, 3, 277.375, 69.813, -57.875, -57.875000000000000000000, 302.1, -0.57770, -0.54547, 0.33331, -0.50763, -0.05000, -0.04000, -0.08000, 9.20000, 2.86000, 1.79000, -45.68750, -19.87500, -44.68750, 25.0
52, 12:04:38, 3, 3, 3, 3, 277.375, 69.813, -57.875, -57.875000000000000000000, 302.1, -0.57770, -0.54547, 0.33331, -0.50763, -0.06000, -0.03000, -0.08000, 9.20000, 2.86000, 1.79000, -45.68750, -19.87500, -45.00000, 25.0
53, 12:04:39, 3, 3, 3, 3, 277.375, 69.813, -57.875, -57.875000000000000000000, 302.1, -0.57770, -0.54547, 0.33331, -0.50763, -0.06000, -0.05000, -0.06000, 9.20000, 2.86000, 1.79000, -46.37500, -21.00000, -45.87500, 25.0
54, 12:04:40, 3, 3, 3, 3, 277.375, 69.813, -57.875, -57.875000000000000000000, 302.1, -0.57770, -0.54547, 0.33331, -0.50763, -0.08000, -0.03000, -0.04000, 9.20000, 2.86000, 1.79000, -45.68750, -19.87500, -45.06250, 25.0
55, 12:04:41, 3, 3, 3, 3, 277.375, 69.813, -57.875, -57.875000000000000000000, 302.1, -0.57770, -0.54547, 0.33331, -0.50763, -0.05000, -0.03000, -0.09000, 9.20000, 2.86000, 1.79000, -46.37500, -20.56250, -43.87500, 25.0
56, 12:04:42, 3, 3, 3, 3, 277.375, 69.813, -57.875, -57.875000000000000000000, 302.1, -0.57770, -0.54547, 0.33331, -0.50763, -0.06000, -0.04000, -0.09000, 9.20000, 2.86000, 1.79000, -45.37500, -20.25000, -45.06250, 25.0
57, 12:04:43, 3, 3, 3, 3, 277.375, 69.813, -57.875, -57.875000000000000000000, 302.1, -0.57770, -0.54547, 0.33331, -0.50763, -0.07000, -0.05000, -0.10000, 9.20000, 2.86000, 1.79000, -46.37500, -20.25000, -45.06250, 25.0
58, 12:04:44, 3, 3, 3, 3, 277.375, 69.813, -57.875, -57.875000000000000000000, 302.1, -0.57770, -0.54547, 0.33331, -0.50763, -0.07000, -0.04000, -0.09000, 9.20000, 2.86000, 1.79000, -46.06250, -20.25000, -45.06250, 25.0
59, 12:04:45, 3, 3, 3, 3, 277.375, 69.813, -57.875, -57.875000000000000000000, 302.1, -0.57770, -0.54547, 0.33331, -0.50763, -0.08000, 0.00000, -0.06000, 9.20000, 2.86000, 1.79000, -45.68750, -19.87500, -44.68750, 25.0
60, 12:04:46, 3, 3, 3, 3, 277.375, 69.813, -57.875, -57.875000000000000000000, 302.1, -0.57770, -0.54547, 0.33331, -0.50763, -0.09000, -0.06000, -0.07000, 9.20000, 2.86000, 1.79000, -46.37500, -20.25000, -45.06250, 25.0
61, 12:04:47, 3, 3, 3, 3, 277.375, 69.813, -57.875, -57.875000000000000000000, 302.1, -0.57770, -0.54547, 0.33331, -0.50763, -0.09000, -0.02000, -0.09000, 9.20000, 2.86000, 1.79000, -46.75000, -19.87500, -43.87500, 25.0
62, 12:04:48, 3, 3, 3, 3, 277.375, 69.813, -57.875, -57.875000000000000000000, 302.1, -0.57770, -0.54547, 0.33331, -0.50763, -0.08000, -0.04000, -0.06000, 9.20000, 2.86000, 1.79000, -45.68750, -19.87500, -44.68750, 25.0
63, 12:04:49, 3, 3, 3, 3, 277.375, 69.813, -57.875, -57.875000000000000000000, 302.1, -0.57770, -0.54547, 0.33331, -0.50763, -0.07000, -0.02000, -0.05000, 9.20000, 2.86000, 1.79000, -46.37500, -19.50000, -43.75000, 25.0
64, 12:04:50, 3, 3, 3, 3, 277.375, 69.813, -57.875, -57.875000000000000000000, 302.1, -0.57770, -0.54547, 0.33331, -0.50763, -0.10000, -0.03000, -0.07000, 9.20000, 2.86000, 1.79000, -45.68750, -19.18750, -44.25000, 25.0
65, 12:04:51, 3, 3, 3, 3, 277.375, 69.813, -57.938, -57.937500000000000000000, 302.1, -0.57770, -0.54541, 0.33337, -0.50757, 0.00000, -0.08000, 0.00000, 9.20000, 2.86000, 1.79000, -46.06250, -20.56250, -43.50000, 25.0
66, 12:04:52, 3, 3, 3, 3, 277.375, 69.813, -57.938, -57.937500000000000000000, 302.1, -0.57764, -0.54553, 0.33301, -0.50775, -0.11000, -0.02000, -0.11000, 9.20000, 2.86000, 1.79000, -46.75000, -20.56250, -43.50000, 25.0
67, 12:04:53, 3, 3, 3, 3, 276.938, 69.625, -58.375, -58.375000000000000000000, 301.6, -0.57550, -0.54840, 0.32916, -0.50964, -0.43000, 0.32000, -0.21000, 9.18999, 2.90000, 1.78000, -46.75000, -20.25000, -44.68750, 25.0
68, 12:04:54, 3, 3, 3, 3, 277.188, 69.625, -58.250, -58.250000000000000000000, 301.8, -0.57684, -0.54742, 0.33026, -0.50848, -0.07000, -0.02000, -0.08000, 9.18999, 2.89000, 1.79000, -46.06250, -19.50000, -45.50000, 25.0
69, 12:04:55, 3, 3, 3, 3, 277.188, 69.625, -58.250, -58.250000000000000000000, 301.8, -0.57684, -0.54742, 0.33026, -0.50848, -0.09000, -0.05000, -0.09000, 9.18999, 2.89000, 1.79000, -46.06250, -19.50000, -43.87500, 25.0
70, 12:04:56, 3, 3, 3, 3, 277.188, 69.625, -58.250, -58.250000000000000000000, 301.8, -0.57684, -0.54742, 0.33026, -0.50848, -0.07000, -0.04000, -0.09000, 9.18999, 2.89000, 1.79000, -46.06250, -19.87500, -45.06250, 25.0
71, 12:04:57, 3, 3, 3, 3, 277.188, 69.625, -58.250, -58.250000000000000000000, 301.8, -0.57684, -0.54742, 0.33026, -0.50848, -0.07000, -0.03000, -0.09000, 9.18999, 2.89000, 1.79000, -45.68750, -20.56250, -44.25000, 25.0
72, 12:04:58, 3, 3, 3, 3, 277.188, 69.625, -58.250, -58.250000000000000000000, 301.8, -0.57684, -0.54742, 0.33026, -0.50848, -0.07000, -0.03000, -0.06000, 9.18999, 2.89000, 1.79000, -46.06250, -20.25000, -45.06250, 25.0
73, 12:04:59, 3, 3, 3, 3, 277.188, 69.625, -58.250, -58.250000000000000000000, 301.8, -0.57684, -0.54742, 0.33026, -0.50848, -0.07000, -0.03000, -0.08000, 9.18999, 2.89000, 1.79000, -45.37500, -20.56250, -45.06250, 25.0
74, 12:05:00, 3, 3, 3, 3, 277.188, 69.625, -58.250, -58.250000000000000000000, 301.8, -0.57678, -0.54742, 0.33020, -0.50854, -0.06000, -0.02000, -0.07000, 9.18999, 2.89000, 1.79000, -46.06250, -20.25000, -44.25000, 25.0
75, 12:05:01, 3, 3, 3, 3, 276.688, 69.625, -58.875, -58.875000000000000000000, 301.1, -0.57385, -0.55048, 0.32721, -0.51044, -0.05000, -0.07000, -0.14000, 9.18999, 2.92000, 1.76000, -46.06250, -20.56250, -45.50000, 25.0
76, 12:05:02, 3, 3, 3, 3, 276.688, 69.625, -58.938, -58.937500000000000000000, 301.1, -0.57373, -0.55072, 0.32733, -0.51031, -0.07000, -0.02000, -0.05000, 9.18999, 2.92000, 1.75000, -45.68750, -20.25000, -43.87500, 25.0
77, 12:05:03, 3, 3, 3, 3, 276.688, 69.625, -58.938, -58.937500000000000000000, 301.1, -0.57373, -0.55072, 0.32733, -0.51031, -0.08000, -0.02000, -0.04000, 9.18999, 2.92000, 1.75000, -45.68750, -20.56250, -44.25000, 25.0
78, 12:05:04, 3, 3, 3, 3, 276.688, 69.625, -58.938, -58.937500000000000000000, 301.1, -0.57379, -0.55066, 0.32733, -0.51025, 0.02000, 0.00000, -0.12000, 9.18999, 2.92000, 1.75000, -46.06250, -20.56250, -45.06250, 25.0
79, 12:05:05, 3, 3, 3, 3, 276.625, 69.625, -59.000, -59.000000000000000000000, 301.0, -0.57343, -0.55103, 0.32703, -0.51050, -0.09000, -0.02000, -0.05000, 9.18999, 2.92000, 1.75000, -46.37500, -21.00000, -45.75000, 25.0
80, 12:05:06, 3, 3, 3, 3, 276.625, 69.625, -59.000, -59.000000000000000000000, 301.0, -0.57343, -0.55103, 0.32703, -0.51050, -0.07000, -0.02000, -0.04000, 9.18999, 2.92000, 1.75000, -45.68750, -21.00000, -44.68750, 25.0
81, 12:05:07, 3, 3, 3, 3, 276.625, 69.625, -59.000, -59.000000000000000000000, 301.0, -0.57343, -0.55103, 0.32703, -0.51050, -0.06000, -0.03000, -0.06000, 9.18999, 2.92000, 1.75000, -45.37500, -20.56250, -45.06250, 25.0
82, 12:05:08, 3, 3, 3, 3, 276.625, 69.625, -59.000, -59.000000000000000000000, 301.0, -0.57343, -0.55103, 0.32703, -0.51050, -0.07000, -0.02000, -0.05000, 9.18999, 2.92000, 1.75000, -45.68750, -20.25000, -44.25000, 25.0
83, 12:05:09, 3, 3, 3, 3, 276.625, 69.625, -59.000, -59.000000000000000000000, 301.0, -0.57343, -0.55103, 0.32703, -0.51050, -0.08000, -0.02000, -0.05000, 9.18999, 2.92000, 1.75000, -45.68750, -21.00000, -44.68750, 25.0
84, 12:05:10, 3, 3, 3, 3, 276.625, 69.625, -59.000, -59.000000000000000000000, 301.0, -0.57343, -0.55103, 0.32703, -0.51050, -0.07000, -0.01000, -0.05000, 9.18999, 2.92000, 1.75000, -45.68750, -20.25000, -45.06250, 25.0
85, 12:05:11, 3, 3, 3, 3, 276.625, 69.625, -59.000, -59.000000000000000000000, 301.0, -0.57343, -0.55103, 0.32703, -0.51050, -0.07000, -0.02000, -0.07000, 9.18999, 2.92000, 1.75000, -45.68750, -20.25000, -44.25000, 25.0
86, 12:05:12, 3, 3, 3, 3, 276.625, 69.625, -59.000, -59.000000000000000000000, 301.0, -0.57343, -0.55103, 0.32703, -0.51050, -0.09000, -0.01000, -0.06000, 9.18999, 2.92000, 1.75000, -45.68750, -21.00000, -44.25000, 25.0
87, 12:05:13, 3, 3, 3, 3, 276.625, 69.625, -59.000, -59.000000000000000000000, 301.0, -0.57343, -0.55103, 0.32703, -0.51050, -0.14000, 0.00000, -0.06000, 9.18999, 2.92000, 1.75000, -45.68750, -20.56250, -43.50000, 25.0
88, 12:05:14, 3, 3, 3, 3, 276.563, 69.625, -59.063, -59.062500000000000000000, 300.9, -0.57318, -0.55133, 0.32678, -0.51062, -0.08000, 0.00000, -0.07000, 9.18999, 2.92000, 1.75000, -45.68750, -21.37500, -44.68750, 25.0
89, 12:05:15, 3, 3, 3, 3, 276.563, 69.625, -59.063, -59.062500000000000000000, 300.9, -0.57318, -0.55133, 0.32678, -0.51062, -0.07000, -0.01000, -0.05000, 9.18999, 2.92000, 1.75000, -45.37500, -20.56250, -44.25000, 25.0
90, 12:05:16, 3, 3, 3, 3, 276.563, 69.625, -59.063, -59.062500000000000000000, 300.9, -0.57318, -0.55133, 0.32678, -0.51062, -0.07000, -0.03000, -0.02000, 9.18999, 2.92000, 1.75000, -46.06250, -20.56250, -45.50000, 25.0
91, 12:05:17, 3, 3, 3, 3, 276.563, 69.625, -59.063, -59.062500000000000000000, 300.9, -0.57318, -0.55133, 0.32678, -0.51062, -0.13000, -0.04000, -0.03000, 9.18999, 2.92000, 1.75000, -45.68750, -21.37500, -44.68750, 25.0
92, 12:05:18, 3, 3, 3, 3, 276.563, 69.625, -59.063, -59.062500000000000000000, 300.9, -0.57318, -0.55133, 0.32678, -0.51062, -0.07000, -0.02000, -0.05000, 9.18999, 2.92000, 1.75000, -45.68750, -21.37500, -44.68750, 25.0
93, 12:05:19, 3, 3, 3, 3, 276.563, 69.625, -59.063, -59.062500000000000000000, 300.9, -0.57318, -0.55133, 0.32678, -0.51062, -0.08000, 0.00000, -0.08000, 9.18999, 2.92000, 1.75000, -46.06250, -20.56250, -44.25000, 25.0
94, 12:05:20, 3, 3, 3, 3, 276.563, 69.625, -59.063, -59.062500000000000000000, 300.9, -0.57318, -0.55133, 0.32678, -0.51062, -0.09000, 0.00000, -0.06000, 9.18999, 2.92000, 1.75000, -45.37500, -21.00000, -44.25000, 25.0
95, 12:05:21, 3, 3, 3, 3, 276.563, 69.625, -59.063, -59.062500000000000000000, 300.9, -0.57318, -0.55133, 0.32678, -0.51062, -0.09000, -0.02000, -0.04000, 9.18999, 2.92000, 1.75000, -47.18750, -20.25000, -44.68750, 25.0
96, 12:05:22, 3, 3, 3, 3, 276.563, 69.625, -59.063, -59.062500000000000000000, 300.9, -0.57318, -0.55133, 0.32678, -0.51062, -0.09000, -0.02000, -0.05000, 9.18999, 2.92000, 1.75000, -45.68750, -20.56250, -43.50000, 25.0
97, 12:05:23, 3, 3, 3, 3, 276.563, 69.625, -59.063, -59.062500000000000000000, 300.9, -0.57318, -0.55133, 0.32678, -0.51062, -0.07000, -0.01000, -0.04000, 9.18999, 2.92000, 1.75000, -44.56250, -20.56250, -44.25000, 25.0
98, 12:05:24, 3, 3, 3, 3, 276.563, 69.625, -59.063, -59.062500000000000000000, 300.9, -0.57318, -0.55133, 0.32678, -0.51062, -0.07000, -0.01000, -0.05000, 9.18999, 2.92000, 1.75000, -46.06250, -21.00000, -44.68750, 25.0
99, 12:05:25, 3, 3, 3, 3, 276.563, 69.625, -59.063, -59.062500000000000000000, 300.9, -0.57318, -0.55133, 0.32678, -0.51062, -0.08000, -0.02000, -0.06000, 9.18999, 2.92000, 1.75000, -45.00000, -21.37500, -44.25000, 25.0
100, 12:05:26, 3, 3, 3, 3, 276.563, 69.625, -59.063, -59.062500000000000000000, 300.9, -0.57318, -0.55133, 0.32678, -0.51062, -0.06000, -0.03000, -0.05000, 9.18999, 2.92000, 1.75000, -45.37500, -21.00000, -44.25000, 25.0
101, 12:05:27, 3, 3, 3, 3, 276.563, 69.625, -59.063, -59.062500000000000000000, 300.9, -0.57318, -0.55133, 0.32678, -0.51062, -0.08000, -0.01000, -0.06000, 9.18999, 2.92000, 1.75000, -45.68750, -22.06250, -45.06250, 25.0
102, 12:05:28, 3, 3, 3, 3, 276.563, 69.625, -59.063, -59.062500000000000000000, 300.9, -0.57318, -0.55133, 0.32678, -0.51062, -0.09000, -0.02000, -0.05000, 9.18999, 2.92000, 1.75000, -46.06250, -20.25000, -45.50000, 25.0
